day,city,flow
202008270115,贵州,19622.09
202008270120,贵州,18351.98
202008270125,贵州,17547.08
202008270130,贵州,17146.79
202008270135,贵州,16050.06
202008270140,贵州,15436.44
202008270145,贵州,14799.79
202008270150,贵州,14184.80
202008270155,贵州,13585.62
202008270200,贵州,13103.18
202008270205,贵州,12455.38
202008270210,贵州,11942.51
202008270215,贵州,11780.16
202008270220,贵州,11401.41
202008270225,贵州,10609.08
202008270230,贵州,10310.50
202008270235,贵州,9920.02
202008270240,贵州,9532.54
202008270245,贵州,9123.18
202008270250,贵州,8876.48
202008270255,贵州,8617.14
202008270300,贵州,8343.76
202008270305,贵州,8019.23
202008270310,贵州,7730.33
202008270315,贵州,7543.75
202008270320,贵州,7360.19
202008270325,贵州,7098.41
202008270330,贵州,6904.25
202008270335,贵州,6718.06
202008270340,贵州,6582.51
202008270345,贵州,6490.43
202008270350,贵州,6495.02
202008270355,贵州,5988.54
202008270400,贵州,5918.51
202008270405,贵州,5965.09
202008270410,贵州,5605.48
202008270415,贵州,5797.12
202008270420,贵州,5449.11
202008270425,贵州,5353.32
202008270430,贵州,5265.38
202008270435,贵州,5269.74
202008270440,贵州,5160.89
202008270445,贵州,5165.53
202008270450,贵州,5140.23
202008270455,贵州,5084.15
202008270500,贵州,5177.76
202008270505,贵州,5191.56
202008270510,贵州,5192.00
202008270515,贵州,5327.35
202008270520,贵州,5657.94
202008270525,贵州,5575.34
202008270530,贵州,5724.35
202008270535,贵州,5953.27
202008270540,贵州,6169.09
202008270545,贵州,6407.51
202008270550,贵州,6798.79
202008270555,贵州,7127.10
202008270600,贵州,7721.05
202008270605,贵州,8165.92
202008270610,贵州,8782.86
202008270615,贵州,9381.23
202008270620,贵州,10168.22
202008270625,贵州,10997.36
202008270630,贵州,11950.70
202008270635,贵州,13212.80
202008270640,贵州,13761.91
202008270645,贵州,14604.34
202008270650,贵州,15522.53
202008270655,贵州,16256.77
202008270700,贵州,17357.24
202008270705,贵州,17962.21
202008270710,贵州,18736.02
202008270715,贵州,19446.13
202008270720,贵州,20618.12
