day,city,flow
201910090000,1GS-绕城高速上麦村LHB-JS-1,5137527.47
201910090000,1GS-绕城高速上麦村LHB-JS-1,5137527.47
201910100000,1GS-绕城高速上麦村LHB-JS-1,5120525.39
201910110000,1GS-绕城高速上麦村LHB-JS-1,5350050.44
201910120000,1GS-绕城高速上麦村LHB-JS-1,5975824.18
201910130000,1GS-绕城高速上麦村LHB-JS-1,6321999.05
201910140000,1GS-绕城高速上麦村LHB-JS-1,5760062.86
201910150000,1GS-绕城高速上麦村LHB-JS-1,5650263.05
201910160000,1GS-绕城高速上麦村LHB-JS-1,5757918.15
201910170000,1GS-绕城高速上麦村LHB-JS-1,6240396.09
201910180000,1GS-绕城高速上麦村LHB-JS-1,5627787
201910190000,1GS-绕城高速上麦村LHB-JS-1,6101253.74
201910200000,1GS-绕城高速上麦村LHB-JS-1,6110408.17
201910210000,1GS-绕城高速上麦村LHB-JS-1,5548620.81
201910220000,1GS-绕城高速上麦村LHB-JS-1,5848461.74
201910230000,1GS-绕城高速上麦村LHB-JS-1,5492287.07
201910240000,1GS-绕城高速上麦村LHB-JS-1,5382168.68
201910250000,1GS-绕城高速上麦村LHB-JS-1,6041879.1
201910260000,1GS-绕城高速上麦村LHB-JS-1,6401103.15
201910270000,1GS-绕城高速上麦村LHB-JS-1,6065383.57
201910280000,1GS-绕城高速上麦村LHB-JS-1,5136623.58
201910290000,1GS-绕城高速上麦村LHB-JS-1,4991871.48
201910300000,1GS-绕城高速上麦村LHB-JS-1,5048925.04
201910310000,1GS-绕城高速上麦村LHB-JS-1,5151274.12
201911010000,1GS-绕城高速上麦村LHB-JS-1,6193907.57
201911020000,1GS-绕城高速上麦村LHB-JS-1,6931676.45
201911030000,1GS-绕城高速上麦村LHB-JS-1,6329950.47
201911040000,1GS-绕城高速上麦村LHB-JS-1,5516748.28
201911050000,1GS-绕城高速上麦村LHB-JS-1,5644525.71
201911060000,1GS-绕城高速上麦村LHB-JS-1,5718857.79
201911070000,1GS-绕城高速上麦村LHB-JS-1,5605277.32
201911080000,1GS-绕城高速上麦村LHB-JS-1,5819315.45
201911090000,1GS-绕城高速上麦村LHB-JS-1,6291338.29
201911100000,1GS-绕城高速上麦村LHB-JS-1,6075554.97
201911110000,1GS-绕城高速上麦村LHB-JS-1,5331221.89
201911120000,1GS-绕城高速上麦村LHB-JS-1,5522901.58
201911130000,1GS-绕城高速上麦村LHB-JS-1,5639689.96
201911140000,1GS-绕城高速上麦村LHB-JS-1,5411376.04
201911150000,1GS-绕城高速上麦村LHB-JS-1,5672669.62
201911160000,1GS-绕城高速上麦村LHB-JS-1,6300551.43
201911170000,1GS-绕城高速上麦村LHB-JS-1,6181828.18
201911180000,1GS-绕城高速上麦村LHB-JS-1,5584106.78
201911190000,1GS-绕城高速上麦村LHB-JS-1,5437920.44
201911200000,1GS-绕城高速上麦村LHB-JS-1,5578830.95
201911210000,1GS-绕城高速上麦村LHB-JS-1,5551516.31
201911220000,1GS-绕城高速上麦村LHB-JS-1,5784783.27
201911230000,1GS-绕城高速上麦村LHB-JS-1,6238923.67
201911240000,1GS-绕城高速上麦村LHB-JS-1,6129228.67
201911250000,1GS-绕城高速上麦村LHB-JS-1,5465791.51
201912040000,1GS-绕城高速上麦村LHB-JS-1,5863901.11
201912050000,1GS-绕城高速上麦村LHB-JS-1,5936633.16
201912060000,1GS-绕城高速上麦村LHB-JS-1,5770396.38
201912070000,1GS-绕城高速上麦村LHB-JS-1,6236012.33
201912080000,1GS-绕城高速上麦村LHB-JS-1,5972054.48
201912090000,1GS-绕城高速上麦村LHB-JS-1,5485638.48
201912100000,1GS-绕城高速上麦村LHB-JS-1,5516126.89
201912110000,1GS-绕城高速上麦村LHB-JS-1,5506075.55
201912120000,1GS-绕城高速上麦村LHB-JS-1,5697454.38
201912130000,1GS-绕城高速上麦村LHB-JS-1,5909336.75
201912140000,1GS-绕城高速上麦村LHB-JS-1,6381075.71
201912150000,1GS-绕城高速上麦村LHB-JS-1,6056887.96
201912160000,1GS-绕城高速上麦村LHB-JS-1,5508995.11
201912170000,1GS-绕城高速上麦村LHB-JS-1,5612912.4
201912180000,1GS-绕城高速上麦村LHB-JS-1,5893513.26
201912190000,1GS-绕城高速上麦村LHB-JS-1,5780915.22
201912200000,1GS-绕城高速上麦村LHB-JS-1,6067802.36
201912210000,1GS-绕城高速上麦村LHB-JS-1,6525590.84
201912220000,1GS-绕城高速上麦村LHB-JS-1,6183880.61
201912230000,1GS-绕城高速上麦村LHB-JS-1,5702704.58
201912240000,1GS-绕城高速上麦村LHB-JS-1,5683776
201912250000,1GS-绕城高速上麦村LHB-JS-1,5640433.55
201912260000,1GS-绕城高速上麦村LHB-JS-1,5778852.31
201912270000,1GS-绕城高速上麦村LHB-JS-1,5889152.28
201912280000,1GS-绕城高速上麦村LHB-JS-1,6388854.12
201912290000,1GS-绕城高速上麦村LHB-JS-1,6016338.82
201912300000,1GS-绕城高速上麦村LHB-JS-1,5673800
201912310000,1GS-绕城高速上麦村LHB-JS-1,5916258.95
202001010000,1GS-绕城高速上麦村LHB-JS-1,7033670.82
202001020000,1GS-绕城高速上麦村LHB-JS-1,6432082.42
202001030000,1GS-绕城高速上麦村LHB-JS-1,6684522.13
202001040000,1GS-绕城高速上麦村LHB-JS-1,6971201.67
