day,city,flow
201910090000,贵州,5137527.47
201910090000,贵州,5137527.47
201910100000,贵州,5120525.39
201910110000,贵州,5350050.44
201910120000,贵州,5975824.18
201910130000,贵州,6321999.05
201910140000,贵州,5760062.86
201910150000,贵州,5650263.05
201910160000,贵州,5757918.15
201910170000,贵州,6240396.09
201910180000,贵州,5627787
201910190000,贵州,6101253.74
201910200000,贵州,6110408.17
201910210000,贵州,5548620.81
201910220000,贵州,5848461.74
201910230000,贵州,5492287.07
201910240000,贵州,5382168.68
201910250000,贵州,6041879.1
201910260000,贵州,6401103.15
201910270000,贵州,6065383.57
201910280000,贵州,5136623.58
201910290000,贵州,4991871.48
201910300000,贵州,5048925.04
201910310000,贵州,5151274.12
201911010000,贵州,6193907.57
201911020000,贵州,6931676.45
201911030000,贵州,6329950.47
201911040000,贵州,5516748.28
201911050000,贵州,5644525.71
201911060000,贵州,5718857.79
201911070000,贵州,5605277.32
201911080000,贵州,5819315.45
201911090000,贵州,6291338.29
201911100000,贵州,6075554.97
201911110000,贵州,5331221.89
201911120000,贵州,5522901.58
201911130000,贵州,5639689.96
201911140000,贵州,5411376.04
201911150000,贵州,5672669.62
201911160000,贵州,6300551.43
201911170000,贵州,6181828.18
201911180000,贵州,5584106.78
201911190000,贵州,5437920.44
201911200000,贵州,5578830.95
201911210000,贵州,5551516.31
201911220000,贵州,5784783.27
201911230000,贵州,6238923.67
201911240000,贵州,6129228.67
201911250000,贵州,5465791.51
201912040000,贵州,5863901.11
201912050000,贵州,5936633.16
201912060000,贵州,5770396.38
201912070000,贵州,6236012.33
201912080000,贵州,5972054.48
201912090000,贵州,5485638.48
201912100000,贵州,5516126.89
201912110000,贵州,5506075.55
201912120000,贵州,5697454.38
201912130000,贵州,5909336.75
201912140000,贵州,6381075.71
201912150000,贵州,6056887.96
201912160000,贵州,5508995.11
201912170000,贵州,5612912.4
201912180000,贵州,5893513.26
201912190000,贵州,5780915.22
201912200000,贵州,6067802.36
201912210000,贵州,6525590.84
201912220000,贵州,6183880.61
201912230000,贵州,5702704.58
201912240000,贵州,5683776
201912250000,贵州,5640433.55
201912260000,贵州,5778852.31
201912270000,贵州,5889152.28
201912280000,贵州,6388854.12
201912290000,贵州,6016338.82
201912300000,贵州,5673800
201912310000,贵州,5916258.95
202001010000,贵州,7033670.82
202001020000,贵州,6432082.42
202001030000,贵州,6684522.13
202001040000,贵州,6971201.67
202001050000,贵州,6538602.8
202001060000,贵州,6341518.23
202001070000,贵州,6104269.34
202001080000,贵州,6522523.59
202001090000,贵州,7370005.97
202001100000,贵州,6938569.54
202001110000,贵州,6787253.4
202001120000,贵州,6709123.63
202001130000,贵州,6668567.48
202001140000,贵州,7248580
202001150000,贵州,6862666.21
202001170000,贵州,5010323.69
202001180000,贵州,4917907.07
202001190000,贵州,6717961.09
202001200000,贵州,7453422.22
202001210000,贵州,7590750.04
202001220000,贵州,7251828.33
202001230000,贵州,7193318.61
202001240000,贵州,7092264.61
202001250000,贵州,7871281.3
202001260000,贵州,8888694.12
202001270000,贵州,10488474.23
202001280000,贵州,9354454.12
202001290000,贵州,10377844.56
202001300000,贵州,9736757.64
202001310000,贵州,11029109.19
202002010000,贵州,12974895.68
202002020000,贵州,12996973.55
202002030000,贵州,12997125.64
202002040000,贵州,12520416.61
202002050000,贵州,12537202.9
202002060000,贵州,12169771.7
202002070000,贵州,11829409.52
202002080000,贵州,12192846.37
202002090000,贵州,11816455.07
202002100000,贵州,12216102.65
202002110000,贵州,12050277.2
202002120000,贵州,11763033.1
202002130000,贵州,11306414.89
202002140000,贵州,11410282.89
202002150000,贵州,11919077.41
202002160000,贵州,11415203.16
202002170000,贵州,11027346.84
202002180000,贵州,11087719.36
202002190000,贵州,10736079.27
202002200000,贵州,11285475.72
202002210000,贵州,11180383.33
202002220000,贵州,11212093.99
202002230000,贵州,10977156.82
202002240000,贵州,11005460.24
202002250000,贵州,10882438.23
202002260000,贵州,10850049.51
202002270000,贵州,10606543.08
202002280000,贵州,11060700.49
202002290000,贵州,10185722.03
202003010000,贵州,12056917.54
