day,city,flow
201902221200,贵州,221029.76
201902221300,贵州,225597.83
201902221400,贵州,217172.08
201902221500,贵州,217165.61
201902221600,贵州,221877.09
201902221700,贵州,224812.87
201902221800,贵州,234777.23
201902221900,贵州,259000.92
201902222000,贵州,286235.63
201902222100,贵州,297065.54
201902222200,贵州,290270.31
201902222300,贵州,251495.7
201902230000,贵州,188161.73
201902230100,贵州,126010.63
201902230200,贵州,84135.37
201902230300,贵州,57188.67
201902230400,贵州,41144.26
201902230500,贵州,32844.4
201902230600,贵州,36343.11
201902230700,贵州,65115.95
201902230800,贵州,116826.5
201902230900,贵州,154644.38
201902231000,贵州,182910.61
201902231100,贵州,198889.25
201902231200,贵州,217984.96
201902231300,贵州,220606.22
201902231400,贵州,215929.47
201902231500,贵州,217101.14
201902231600,贵州,217200.57
201902231700,贵州,192737.57
201902231800,贵州,162909
201902231900,贵州,158940.2
201902232000,贵州,168645.54
201902232100,贵州,172090.44
201902232200,贵州,160647.74
201902232300,贵州,212197.53
201902240000,贵州,157893.44
201902240100,贵州,127015.91
201902240200,贵州,84184.3
201902240300,贵州,56315.92
201902240400,贵州,40211.5
201902240500,贵州,31557.83
201902240600,贵州,35086.13
201902240700,贵州,64188.96
201902240800,贵州,114216.04
201902240900,贵州,150186.97
201902241000,贵州,174490.53
201902241100,贵州,187400.9
201902241200,贵州,199439.74
201902241300,贵州,199101.49
201902241400,贵州,195906.53
201902241500,贵州,197156.01
201902241600,贵州,201177.15
201902241700,贵州,202767.72
201902241800,贵州,206598.27
201902241900,贵州,227069.28
201902242000,贵州,255552.92
201902242100,贵州,267489.07
201902242200,贵州,262914.52
201902242300,贵州,220402.06
201902250000,贵州,155896.01
201902250100,贵州,98822.09
201902250200,贵州,63780.38
201902250300,贵州,43323.09
201902250400,贵州,31665.21
201902250500,贵州,27191.7
201902250600,贵州,35403.67
201902250700,贵州,68229.48
201902250800,贵州,107279.55
201902250900,贵州,129444.46
201902251000,贵州,147616.4
201902251100,贵州,158760.33
201902251200,贵州,179080.64
201902251300,贵州,179360.39
201902251400,贵州,168106.77
201902251500,贵州,169665.23
201902251600,贵州,176663.36
201902251700,贵州,186044.08
201902251800,贵州,185630.3
201902251900,贵州,166004.91
201902252000,贵州,184063.01
201902252100,贵州,200408.51
201902252200,贵州,185506.39
201902252300,贵州,149830.22
201902260000,贵州,86740.95
201902260100,贵州,53001.6
201902260200,贵州,33837.88
201902260300,贵州,25119.26
201902260400,贵州,19646.06
201902260500,贵州,17746.02
201902260600,贵州,25410.29
201902260700,贵州,48412.14
201902260800,贵州,75568.79
201902260900,贵州,85289.01
201902261000,贵州,99952.03
201902261100,贵州,128936.54
201902261200,贵州,183660.21
201902261300,贵州,172202.35
201902261400,贵州,167482.71
201902261500,贵州,171934.81
201902261600,贵州,176548.82
201902261700,贵州,187405.81
201902261800,贵州,200933.8
201902261900,贵州,220483.89
201902262000,贵州,248932.55
201902262100,贵州,263196.83
201902262200,贵州,254832.66
201902262300,贵州,210226.26
201902270000,贵州,145765.67
201902270100,贵州,89101.83
201902270200,贵州,56968.12
201902270300,贵州,36472.94
201902270400,贵州,29219.99
201902270500,贵州,25366.73
201902270600,贵州,35941.58
201902270700,贵州,73110.76
201902270800,贵州,112675.74
201902270900,贵州,134351.71
201902271000,贵州,151719.07
201902271100,贵州,161947.75
201902271200,贵州,187344.36
201902271300,贵州,187759.04
201902271400,贵州,172551.88
201902271500,贵州,173198.58
201902271600,贵州,178349.44
201902271700,贵州,188999.38
201902271800,贵州,200140.96
201902271900,贵州,222422.89
201902272000,贵州,253280.17
201902272100,贵州,268625.51
201902272200,贵州,261707.75
201902272300,贵州,216212.36
201902280000,贵州,149847.85
201902280100,贵州,92021.35
201902280200,贵州,58248.53
201902280300,贵州,40235.17
201902280400,贵州,30465.55
201902280500,贵州,26435.99
201902280600,贵州,37919.59
201902280700,贵州,76437.16
201902280800,贵州,116561.64
201902280900,贵州,138082.91
201902281000,贵州,155884.48
201902281100,贵州,165343.33
201902281200,贵州,192366.46
201902281300,贵州,191596.2
201902281400,贵州,174997.33
201902281500,贵州,174409.29
201902281600,贵州,181787.57
201902281700,贵州,193281.19
201902281800,贵州,206106.02
201902281900,贵州,229607.3
201902282000,贵州,261445.79
201902282100,贵州,275909.09
201902282200,贵州,268102.63
201902282300,贵州,221267.59
201903010000,贵州,180926.76
201903010100,贵州,116174.51
201903010200,贵州,75527.13
201903010300,贵州,52330.21
201903010400,贵州,39148.77
201903010500,贵州,33919.8
201903010600,贵州,49525.55
201903010700,贵州,98628.29
201903010800,贵州,150207.39
201903010900,贵州,177085.25
201903011000,贵州,199079.02
201903011100,贵州,212041.8
201903011200,贵州,241890.05
201903011200,贵州,483780.1
201903011300,贵州,242981.98
201903011300,贵州,485963.97
201903011400,贵州,225803.5
201903011500,贵州,229567.62
201903011600,贵州,245585.38
201903011700,贵州,266764.03
201903011800,贵州,289092.05
201903011900,贵州,318692.68
201903012000,贵州,357886.8
201903012100,贵州,375028.35
201903012200,贵州,362043.54
201903012300,贵州,307721.87
201903020000,贵州,224952.24
201903020100,贵州,143387.43
201903020200,贵州,91052.1
201903020300,贵州,59550.65
201903020400,贵州,43050.88
201903020500,贵州,35987.71
201903020600,贵州,48021.24
201903020700,贵州,100916.82
201903020800,贵州,167984.12
201903020900,贵州,208288.21
201903021000,贵州,236890.28
201903021100,贵州,250936.56
201903021200,贵州,270750.39
201903021300,贵州,269249.23
201903021400,贵州,261739.67
201903021500,贵州,262809.07
201903021600,贵州,268276.63
201903021700,贵州,273181.38
201903021800,贵州,283476.52
201903021900,贵州,312084.63
201903022000,贵州,354394.17
201903022100,贵州,372642.77
201903022200,贵州,359893.21
201903022300,贵州,307435.16
201903030000,贵州,227461.89
201903030100,贵州,148066.34
201903030200,贵州,93594.48
201903030300,贵州,61858.95
201903030400,贵州,43902.65
201903030500,贵州,36153.72
201903030600,贵州,45655.51
201903030700,贵州,98205.72
201903030800,贵州,164063.16
201903030900,贵州,200816.38
201903031000,贵州,224330.99
201903031100,贵州,237342.31
201903031200,贵州,252455.01
201903031300,贵州,247155.75
201903031400,贵州,241153.49
201903031500,贵州,243739.61
201903031600,贵州,246258.84
201903031700,贵州,244805.81
201903031800,贵州,245721.91
201903031900,贵州,269227.83
201903032000,贵州,313097.02
201903032100,贵州,334129.89
201903032200,贵州,325859.21
201903032300,贵州,270259.87
201903040000,贵州,186150.66
201903040100,贵州,111501.84
201903040200,贵州,69288.55
201903040300,贵州,47230.04
201903040400,贵州,35883.51
201903040500,贵州,32320.66
201903040600,贵州,49625.91
201903040700,贵州,96916.11
201903040800,贵州,138677.64
201903040900,贵州,161727.57
201903041000,贵州,181532.67
201903041100,贵州,195152.35
201903041200,贵州,230670.46
201903041300,贵州,231316.34
201903041400,贵州,211254.29
201903041500,贵州,212978.69
201903041600,贵州,225855.29
201903041700,贵州,250337.34
201903041800,贵州,272027.47
201903041900,贵州,299681.98
201903042000,贵州,328537.86
201903042100,贵州,337078.3
201903042200,贵州,316736.97
201903042300,贵州,255930.84
201903050000,贵州,174898.54
201903050100,贵州,104489.5
201903050200,贵州,66091.71
201903050300,贵州,43877.76
201903050400,贵州,33975.16
201903050500,贵州,30189.96
201903050600,贵州,47819.82
201903050700,贵州,98902.44
201903050800,贵州,143438.29
201903050900,贵州,168451.26
201903051000,贵州,186310.09
201903051100,贵州,196874.46
201903051200,贵州,230527.62
201903051300,贵州,226592.77
201903051400,贵州,203391.05
201903051500,贵州,203938.61
201903051600,贵州,212706.66
201903051700,贵州,228215.22
201903051800,贵州,244258.39
201903051900,贵州,270762.17
201903052000,贵州,318062.26
201903052100,贵州,332482.21
201903052200,贵州,320903.09
201903052300,贵州,264132.33
201903060000,贵州,181770.82
201903060100,贵州,108968.43
201903060200,贵州,67363.91
201903060300,贵州,46098.84
201903060400,贵州,34689.74
201903060500,贵州,31280.64
201903060600,贵州,49255.53
201903060700,贵州,101419.38
201903060800,贵州,146541.5
201903060900,贵州,171204.21
201903061000,贵州,193308.86
201903061100,贵州,204911.12
201903061200,贵州,238084.58
201903061300,贵州,235299.43
201903061400,贵州,210624.22
201903061500,贵州,209457.45
201903061600,贵州,216447.23
201903061700,贵州,233114.46
201903061800,贵州,253419.01
201903061900,贵州,284539.11
201903062000,贵州,321063.99
201903062100,贵州,332114.43
201903062200,贵州,323176.21
201903062300,贵州,261998.01
201903070000,贵州,177456.68
201903070100,贵州,107924.82
201903070200,贵州,67998.52
201903070300,贵州,46396.05
201903070400,贵州,34865.77
201903070500,贵州,31558.19
201903070600,贵州,49409.33
201903070700,贵州,103294.31
201903070800,贵州,151847.92
201903070900,贵州,178987.87
201903071000,贵州,200424.37
201903071100,贵州,212262.51
201903071200,贵州,246520.31
201903071300,贵州,245882.48
201903071400,贵州,221157.32
201903071500,贵州,220113.55
201903071600,贵州,229642.9
201903071700,贵州,245140.08
201903071800,贵州,263195.58
