TIME_ID,AREA_ID,AREA_NAME,APP_TYPE_NAME,LTE_FLOW_MB
202003091955,854,黔南,游戏,19155.45
202003091955,854,黔南,安全杀毒,72.80
202003091955,854,黔南,微博,16345.67
202003091955,854,黔南,浏览下载,210642.85
202003091955,854,黔南,出行旅游,301.20
202003091955,854,黔南,音乐,61737.71
202003091955,854,黔南,动漫,641.99
202003091955,854,黔南,导航,30053.65
202003091955,854,黔南,购物,181610.43
202003091955,854,黔南,应用商店,128005.93
202003091955,854,黔南,红包业务,0.00
202003091955,854,黔南,新业务,30336.64
202003091955,855,黔东南,动漫,1179.49
202003091955,855,黔东南,微博,20171.93
202003091955,855,黔东南,支付,8197.59
202003091955,855,黔东南,即时通信,584784.22
202003091955,855,黔东南,出行旅游,315.81
202003091955,855,黔东南,浏览下载,234377.32
202003091955,855,黔东南,购物,105164.91
202003091955,855,黔东南,导航,31026.26
202003091955,855,黔东南,应用商店,155572.40
202003091955,855,黔东南,视频直播,214779.27
202003091955,855,黔东南,游戏,32602.31
202003091955,855,黔东南,邮箱,277.94
202003091955,855,黔东南,P2P业务,7654.27
202003091955,855,黔东南,其他,262.85
202003091955,855,黔东南,音乐,65619.16
202003091955,855,黔东南,网盘云服务,48977.57
202003091955,855,黔东南,彩信,12.81
202003091955,855,黔东南,安全杀毒,80.88
202003091955,855,黔东南,阅读,599.17
202003091955,855,黔东南,财经,653.50
202003091955,855,黔东南,视频,2664016.81
202003091955,855,黔东南,VoIP业务,3737.10
202003091955,855,黔东南,红包业务,0.00
202003091955,855,黔东南,新业务,30537.24
202003091955,856,铜仁,音乐,60203.20
202003091955,856,铜仁,支付,6418.64
202003091955,856,铜仁,视频,2757158.06
202003091955,856,铜仁,彩信,14.59
202003091955,856,铜仁,出行旅游,199.38
202003091955,856,铜仁,微博,14902.62
202003091955,856,铜仁,应用商店,115348.97
202003091955,856,铜仁,安全杀毒,26.53
202003091955,856,铜仁,动漫,900.16
202003091955,856,铜仁,P2P业务,6333.75
202003091955,856,铜仁,视频直播,145472.39
202003091955,856,铜仁,阅读,668.81
202003091955,856,铜仁,其他,154.56
202003091955,856,铜仁,导航,24617.69
202003091955,856,铜仁,网盘云服务,31223.14
202003091955,856,铜仁,VoIP业务,4380.23
202003091955,856,铜仁,游戏,30637.27
202003091955,856,铜仁,即时通信,445325.05
202003091955,856,铜仁,浏览下载,187110.45
202003091955,856,铜仁,财经,600.70
202003091955,856,铜仁,邮箱,198.04
202003091955,856,铜仁,购物,99249.88
202003091955,856,铜仁,红包业务,0.00
202003091955,856,铜仁,新业务,28614.10
202003091955,857,毕节,音乐,109284.37
202003091955,857,毕节,出行旅游,554.48
202003091955,857,毕节,应用商店,205510.66
202003091955,857,毕节,其他,274.87
202003091955,857,毕节,彩信,20.77
202003091955,857,毕节,视频直播,255519.33
202003091955,857,毕节,邮箱,543.89
202003091955,857,毕节,视频,4446479.29
202003091955,857,毕节,浏览下载,288209.25
202003091955,857,毕节,阅读,1181.97
202003091955,857,毕节,动漫,1251.03
202003091955,857,毕节,安全杀毒,86.46
202003091955,857,毕节,导航,50123.44
202003091955,857,毕节,支付,14650.97
202003091955,857,毕节,P2P业务,12217.79
202003091955,857,毕节,财经,735.59
202003091955,857,毕节,购物,207784.20
202003091955,857,毕节,游戏,40746.76
202003091955,857,毕节,网盘云服务,49332.77
202003091955,857,毕节,VoIP业务,9209.90
202003091955,857,毕节,即时通信,733121.17
202003091955,857,毕节,微博,30851.68
202003091955,857,毕节,红包业务,0.00
202003091955,857,毕节,新业务,56642.85
202003091955,858,六盘水,微博,9880.35
202003091955,858,六盘水,购物,96021.03
202003091955,858,六盘水,其他,117.34
202003091955,858,六盘水,财经,560.11
202003091955,858,六盘水,邮箱,125.66
202003091955,858,六盘水,P2P业务,3616.67
202003091955,858,六盘水,导航,17827.99
202003091955,858,六盘水,VoIP业务,2777.16
202003091955,858,六盘水,动漫,435.13
202003091955,858,六盘水,浏览下载,110823.28
202003091955,858,六盘水,视频直播,90181.46
202003091955,858,六盘水,阅读,391.95
202003091955,858,六盘水,网盘云服务,18422.70
202003091955,858,六盘水,应用商店,66682.13
202003091955,858,六盘水,出行旅游,223.14
202003091955,858,六盘水,音乐,39827.27
202003091955,858,六盘水,支付,5171.72
202003091955,858,六盘水,游戏,14091.05
202003091955,858,六盘水,安全杀毒,22.40
202003091955,858,六盘水,即时通信,250663.06
202003091955,858,六盘水,彩信,9.33
202003091955,858,六盘水,视频,1542145.52
202003091955,858,六盘水,红包业务,0.00
202003091955,858,六盘水,新业务,16073.39
202003091955,859,黔西南,出行旅游,220.30
202003091955,859,黔西南,导航,20791.48
202003091955,859,黔西南,VoIP业务,3063.29
202003091955,859,黔西南,购物,85592.63
202003091955,859,黔西南,彩信,11.46
202003091955,859,黔西南,邮箱,230.30
202003091955,859,黔西南,视频直播,124822.88
202003091955,859,黔西南,P2P业务,3998.37
202003091955,859,黔西南,支付,7537.48
202003091955,859,黔西南,音乐,51991.34
202003091955,859,黔西南,动漫,635.45
202003091955,859,黔西南,其他,127.73
202003091955,859,黔西南,视频,2304568.80
202003091955,859,黔西南,网盘云服务,23558.58
202003091955,859,黔西南,即时通信,335575.12
202003091955,859,黔西南,财经,121.13
202003091955,859,黔西南,安全杀毒,71.63
202003091955,859,黔西南,阅读,392.82
202003091955,859,黔西南,应用商店,87782.76
202003091955,859,黔西南,浏览下载,156552.42
202003091955,859,黔西南,微博,12810.43
202003091955,859,黔西南,游戏,16542.15
202003091955,859,黔西南,红包业务,0.00
202003091955,859,黔西南,新业务,15412.53
