TIME_ID,AREA_ID,AREA_NAME,COUNTY_NAME|LTE_FLOW_MB
202002041240,850,贵安新区,贵安新区,261150.52
202002041240,851,贵阳,云岩区,784717.27
202002041240,851,贵阳,南明区,506086.33
202002041240,851,贵阳,清镇市,767811.09
202002041240,851,贵阳,小河区,503180.17
202002041240,851,贵阳,观山湖区,472809.85
202002041240,851,贵阳,开阳县,552141.55
202002041240,851,贵阳,花溪区,521055.76
202002041240,851,贵阳,白云区,446538.81
202002041240,851,贵阳,乌当区,367518.28
202002041240,851,贵阳,修文县,382577.64
202002041240,851,贵阳,息烽县,317346.52
202002041240,852,遵义,播州区,1042163.87
202002041240,852,遵义,仁怀市,905697.21
202002041240,852,遵义,习水县,758230.21
202002041240,852,遵义,桐梓县,707862.01
202002041240,852,遵义,汇川区,627218.54
202002041240,852,遵义,红花岗区,629369.22
202002041240,852,遵义,正安县,632144.98
202002041240,852,遵义,绥阳县,589223.39
202002041240,852,遵义,湄潭县,503014.68
202002041240,852,遵义,凤冈县,479486.23
202002041240,852,遵义,务川县,491501.69
202002041240,852,遵义,新蒲区,451650.09
202002041240,852,遵义,道真县,419487.66
202002041240,852,遵义,赤水市,258597.94
202002041240,852,遵义,余庆县,323182.36
202002041240,853,安顺,西秀区,1052435.70
202002041240,853,安顺,普定县,552569.15
202002041240,853,安顺,镇宁县,521889.59
202002041240,853,安顺,关岭县,477547.24
202002041240,853,安顺,紫云县,523591.26
202002041240,853,安顺,平坝县,364250.90
202002041240,854,黔南,瓮安县,717374.67
202002041240,854,黔南,都匀市,543515.53
202002041240,854,黔南,惠水县,625197.48
202002041240,854,黔南,罗甸县,500268.59
202002041240,854,黔南,福泉市,458306.62
202002041240,854,黔南,三都县,452753.93
202002041240,854,黔南,独山县,394923.50
202002041240,854,黔南,平塘县,419143.18
202002041240,854,黔南,长顺县,393948.93
202002041240,854,黔南,贵定县,349486.35
202002041240,854,黔南,龙里县,386484.19
202002041240,854,黔南,荔波县,233734.74
202002041240,855,黔东南,凯里市,861657.56
202002041240,855,黔东南,黎平县,728812.52
202002041240,855,黔东南,榕江县,529284.77
202002041240,855,黔东南,天柱县,404383.48
202002041240,855,黔东南,黄平县,453874.34
202002041240,855,黔东南,从江县,427151.00
202002041240,855,黔东南,剑河县,372096.32
202002041240,855,黔东南,镇远县,353240.16
202002041240,855,黔东南,岑巩县,304820.60
202002041240,855,黔东南,锦屏县,301714.04
202002041240,855,黔东南,三穗县,303195.36
202002041240,855,黔东南,施秉县,252788.87
202002041240,855,黔东南,雷山县,238061.89
202002041240,855,黔东南,台江县,225287.20
202002041240,855,黔东南,丹寨县,210731.32
202002041240,855,黔东南,麻江县,195482.20
202002041240,856,铜仁,松桃县,798091.24
202002041240,856,铜仁,思南县,674374.30
202002041240,856,铜仁,德江县,702626.99
202002041240,856,铜仁,沿河县,638157.13
202002041240,856,铜仁,石阡县,534502.26
202002041240,856,铜仁,印江县,470214.05
202002041240,856,铜仁,碧江区,433150.21
202002041240,856,铜仁,江口县,303447.93
202002041240,856,铜仁,玉屏县,242235.91
202002041240,856,铜仁,万山区,184421.33
202002041240,857,毕节,威宁县,1300735.11
202002041240,857,毕节,毕节市,1334624.20
202002041240,857,毕节,织金县,1397995.79
202002041240,857,毕节,黔西县,1177054.31
202002041240,857,毕节,纳雍县,1004967.11
202002041240,857,毕节,大方县,960329.75
202002041240,857,毕节,赫章县,990413.26
202002041240,857,毕节,金沙县,775223.13
202002041240,857,毕节,金海湖新区,292931.88
202002041240,858,六盘水,盘州,1134010.53
202002041240,858,六盘水,水城县,638221.31
202002041240,858,六盘水,钟山区,607545.24
202002041240,858,六盘水,六枝县,487269.82
202002041240,859,黔西南,兴义市,1123382.50
202002041240,859,黔西南,兴仁市,703419.57
202002041240,859,黔西南,贞丰县,544441.28
202002041240,859,黔西南,安龙县,519717.81
202002041240,859,黔西南,普安县,418543.28
202002041240,859,黔西南,望谟县,435324.52
202002041240,859,黔西南,晴隆县,392997.04
202002041240,859,黔西南,册亨县,296114.05
