TIME_ID,AREA_ID,AREA_NAME,COUNTY_NAME|LTE_FLOW_MB
202002050905,850,贵安新区,贵安新区,141233.30
202002050905,851,贵阳,云岩区,427820.42
202002050905,851,贵阳,南明区,297827.13
202002050905,851,贵阳,清镇市,475774.30
202002050905,851,贵阳,小河区,283437.10
202002050905,851,贵阳,观山湖区,271414.25
202002050905,851,贵阳,开阳县,365340.11
202002050905,851,贵阳,花溪区,288165.82
202002050905,851,贵阳,白云区,260966.14
202002050905,851,贵阳,乌当区,207581.59
202002050905,851,贵阳,修文县,277844.69
202002050905,851,贵阳,息烽县,222404.56
202002050905,852,遵义,播州区,656704.96
202002050905,852,遵义,仁怀市,524687.19
202002050905,852,遵义,习水县,511793.70
202002050905,852,遵义,桐梓县,489519.95
202002050905,852,遵义,红花岗区,367058.37
202002050905,852,遵义,汇川区,376998.83
202002050905,852,遵义,正安县,427900.17
202002050905,852,遵义,绥阳县,396949.22
202002050905,852,遵义,湄潭县,356838.12
202002050905,852,遵义,凤冈县,328505.16
202002050905,852,遵义,务川县,342041.26
202002050905,852,遵义,新蒲区,319102.21
202002050905,852,遵义,道真县,258017.12
202002050905,852,遵义,赤水市,183158.80
202002050905,852,遵义,余庆县,216755.29
202002050905,853,安顺,西秀区,566126.40
202002050905,853,安顺,镇宁县,338532.73
202002050905,853,安顺,普定县,347068.77
202002050905,853,安顺,关岭县,339042.39
202002050905,853,安顺,紫云县,335518.86
202002050905,853,安顺,平坝县,214398.94
202002050905,854,黔南,瓮安县,503704.99
202002050905,854,黔南,都匀市,315551.77
202002050905,854,黔南,惠水县,421792.37
202002050905,854,黔南,福泉市,308739.75
202002050905,854,黔南,罗甸县,386012.84
202002050905,854,黔南,三都县,293657.71
202002050905,854,黔南,独山县,260805.52
202002050905,854,黔南,平塘县,285090.39
202002050905,854,黔南,龙里县,234843.86
202002050905,854,黔南,长顺县,252966.23
202002050905,854,黔南,贵定县,206936.47
202002050905,854,黔南,荔波县,157709.88
202002050905,855,黔东南,凯里市,535446.19
202002050905,855,黔东南,黎平县,456813.11
202002050905,855,黔东南,榕江县,354978.26
202002050905,855,黔东南,黄平县,338587.46
202002050905,855,黔东南,天柱县,331867.27
202002050905,855,黔东南,从江县,275322.30
202002050905,855,黔东南,剑河县,252423.66
202002050905,855,黔东南,镇远县,269929.39
202002050905,855,黔东南,锦屏县,211401.77
202002050905,855,黔东南,三穗县,212211.01
202002050905,855,黔东南,岑巩县,230389.04
202002050905,855,黔东南,施秉县,169975.02
202002050905,855,黔东南,雷山县,146706.59
202002050905,855,黔东南,丹寨县,128350.45
202002050905,855,黔东南,台江县,142351.45
202002050905,855,黔东南,麻江县,124732.63
202002050905,856,铜仁,松桃县,545951.25
202002050905,856,铜仁,思南县,481366.48
202002050905,856,铜仁,德江县,470254.18
202002050905,856,铜仁,沿河县,468333.89
202002050905,856,铜仁,石阡县,322921.11
202002050905,856,铜仁,印江县,286802.79
202002050905,856,铜仁,碧江区,272904.34
202002050905,856,铜仁,江口县,229627.01
202002050905,856,铜仁,玉屏县,160580.94
202002050905,856,铜仁,万山区,135512.88
202002050905,857,毕节,威宁县,992070.33
202002050905,857,毕节,毕节市,816043.78
202002050905,857,毕节,织金县,1048208.23
202002050905,857,毕节,纳雍县,738435.97
202002050905,857,毕节,黔西县,873434.70
202002050905,857,毕节,大方县,793041.75
202002050905,857,毕节,赫章县,647479.90
202002050905,857,毕节,金沙县,483069.99
202002050905,857,毕节,金海湖新区,215281.76
202002050905,858,六盘水,盘州,768451.26
202002050905,858,六盘水,水城县,404733.73
202002050905,858,六盘水,钟山区,356630.98
202002050905,858,六盘水,六枝县,351718.91
202002050905,859,黔西南,兴义市,689036.91
202002050905,859,黔西南,兴仁市,439295.27
202002050905,859,黔西南,贞丰县,384284.35
202002050905,859,黔西南,安龙县,369346.82
202002050905,859,黔西南,望谟县,303172.96
202002050905,859,黔西南,普安县,267041.68
202002050905,859,黔西南,晴隆县,267035.97
202002050905,859,黔西南,册亨县,196690.04
