TIME_ID,AREA_ID,AREA_NAME,LTE_FLOW_GB
202002010215,85,贵州,26928.06
202002010215,850,贵安新区,139.23
202002010215,851,贵阳,3109.94
202002010215,852,遵义,4249.25
202002010215,853,安顺,2023.09
202002010215,854,都匀,2742.42
202002010215,855,凯里,3381.51
202002010215,856,铜仁,2552.43
202002010215,857,毕节,5337.40
202002010215,858,六盘水,1600.26
202002010215,859,兴义,1899.49
