201910281100:19729.976318359375, 201910281105:19764.132080078125, 201910281110:19798.2880859375, 201910281115:19832.444091796875, 201910281120:19866.599853515625, 201910281125:19900.755859375, 201910281130:19934.911865234375, 201910281135:19969.067626953125, 201910281140:20003.2236328125, 201910281145:20037.379638671875, 201910281150:20071.535400390625, 201910281155:20105.69140625, 201910281200:20507.296875, 201910281205:20541.452880859375, 201910281210:20575.608642578125, 201910281215:20609.7646484375, 201910281220:20643.920654296875, 201910281225:20678.076416015625, 201910281230:20712.232421875, 201910281235:20746.388427734375, 201910281240:20780.544189453125, 201910281245:20814.7001953125, 201910281250:20848.856201171875, 201910281255:20883.011962890625, 
201910281100:19809.77490234375, 201910281105:19844.558837890625, 201910281110:19879.3427734375, 201910281115:19914.126708984375, 201910281120:19948.91064453125, 201910281125:19983.694580078125, 201910281130:20018.478515625, 201910281135:20053.262451171875, 201910281140:20088.04638671875, 201910281145:20122.830322265625, 201910281150:20157.6142578125, 201910281155:20192.398193359375, 201910281200:20594.054443359375, 201910281205:20628.83837890625, 201910281210:20663.622314453125, 201910281215:20698.40625, 201910281220:20733.190185546875, 201910281225:20767.97412109375, 201910281230:20802.758056640625, 201910281235:20837.5419921875, 201910281240:20872.325927734375, 201910281245:20907.10986328125, 201910281250:20941.893798828125, 201910281255:20976.677734375, 
