201911151135:112148.943359375, 201911151140:112540.240234375, 201911151145:112931.53515625, 201911151150:113322.83203125, 201911151155:113714.12890625, 201911151200:114133.828125, 201911151205:114525.125, 201911151210:114916.419921875, 201911151215:115307.716796875, 201911151220:115699.013671875, 201911151225:116090.30859375, 201911151230:116481.60546875, 
201911151135:111966.828125, 201911151140:112582.640625, 201911151145:113198.453125, 201911151150:113814.265625, 201911151155:114430.078125, 201911151200:112418.7265625, 201911151205:113034.5390625, 201911151210:113650.3515625, 201911151215:114266.1640625, 201911151220:114881.9765625, 201911151225:115497.7890625, 201911151230:116113.6015625, 
201911151135:113199.576171875, 201911151140:113395.8798828125, 201911151145:113592.1826171875, 201911151150:113788.4853515625, 201911151155:113984.7880859375, 201911151200:116409.322265625, 201911151205:116605.625, 201911151210:116801.927734375, 201911151215:116998.23046875, 201911151220:117194.533203125, 201911151225:117390.8369140625, 201911151230:117587.1396484375, 
