201911151135:80736.48046875, 201911151140:81185.7734375, 201911151145:81635.0625, 201911151150:82084.35546875, 201911151155:82533.6484375, 201911151200:81290.26171875, 201911151205:81739.55078125, 201911151210:82188.84375, 201911151215:82638.13671875, 201911151220:83087.4296875, 201911151225:83536.72265625, 201911151230:83986.01171875, 
201911151135:80331.71484375, 201911151140:80692.271484375, 201911151145:81052.826171875, 201911151150:81413.3828125, 201911151155:81773.9375, 201911151200:81641.58984375, 201911151205:82002.146484375, 201911151210:82362.701171875, 201911151215:82723.2578125, 201911151220:83083.8125, 201911151225:83444.369140625, 201911151230:83804.923828125, 
201911151135:82074.56640625, 201911151140:82448.978515625, 201911151145:82823.390625, 201911151150:83197.802734375, 201911151155:83572.21484375, 201911151200:83048.603515625, 201911151205:83423.015625, 201911151210:83797.427734375, 201911151215:84171.83984375, 201911151220:84546.251953125, 201911151225:84920.6640625, 201911151230:85295.076171875, 
