201911151135:66191.2578125, 201911151140:66685.94140625, 201911151145:67180.625, 201911151150:67675.30859375, 201911151155:68169.99609375, 201911151200:65658.97265625, 201911151205:66153.66015625, 201911151210:66648.34375, 201911151215:67143.02734375, 201911151220:67637.7109375, 201911151225:68132.39453125, 201911151230:68627.078125, 
201911151135:65744.58984375, 201911151140:66184.50390625, 201911151145:66624.41796875, 201911151150:67064.33203125, 201911151155:67504.24609375, 201911151200:65792.23828125, 201911151205:66232.15234375, 201911151210:66672.06640625, 201911151215:67111.98046875, 201911151220:67551.89453125, 201911151225:67991.80859375, 201911151230:68431.72265625, 
201911151135:68421.521484375, 201911151140:68677.359375, 201911151145:68933.197265625, 201911151150:69189.03515625, 201911151155:69444.873046875, 201911151200:69335.595703125, 201911151205:69591.43359375, 201911151210:69847.271484375, 201911151215:70103.109375, 201911151220:70358.947265625, 201911151225:70614.78515625, 201911151230:70870.623046875, 
