201911151135:106425.37109375, 201911151140:107110.359375, 201911151145:107795.3515625, 201911151150:108480.33984375, 201911151155:109165.328125, 201911151200:106222.9296875, 201911151205:106907.921875, 201911151210:107592.91015625, 201911151215:108277.8984375, 201911151220:108962.890625, 201911151225:109647.87890625, 201911151230:110332.8671875, 
201911151135:106920.91015625, 201911151140:107268.533203125, 201911151145:107616.158203125, 201911151150:107963.78125, 201911151155:108311.404296875, 201911151200:109015.0859375, 201911151205:109362.708984375, 201911151210:109710.333984375, 201911151215:110057.95703125, 201911151220:110405.58203125, 201911151225:110753.205078125, 201911151230:111100.828125, 
201911151135:109227.572265625, 201911151140:109591.783203125, 201911151145:109955.994140625, 201911151150:110320.205078125, 201911151155:110684.416015625, 201911151200:110792.9375, 201911151205:111157.1484375, 201911151210:111521.361328125, 201911151215:111885.572265625, 201911151220:112249.783203125, 201911151225:112613.994140625, 201911151230:112978.205078125, 
