159.60559 , 156.34842 , 149.57579 , 147.6868 , 147.63245 , 148.48567 , 150.39885 , 165.58899 , 188.1889 , 194.61024 , 182.09093 , 145.86708 , 122.09689 , 78.62681 , 48.973988 , 39.506413 , 32.563774 , 31.641651 , 50.080444 , 90.81369 , 114.56294 , 128.86266 , 141.52771 , 148.50645 , 
156.34941 , 149.577 , 147.68806 , 147.6337 , 148.48692 , 150.40005 , 165.58966 , 188.18837 , 194.6093 , 182.09077 , 145.86836 , 122.098495 , 78.62746 , 48.97299 , 39.504726 , 32.561543 , 31.639343 , 50.079517 , 90.81478 , 114.564514 , 128.86423 , 141.5291 , 148.50772 , 170.59691 , 
151.22386 , 149.31659 , 149.26173 , 150.12321 , 152.05495 , 167.39455 , 190.2233 , 196.7109 , 184.06296 , 147.47931 , 123.48564 , 79.63741 , 49.752266 , 40.21559 , 33.22409 , 32.2956 , 50.866974 , 91.92605 , 115.8832 , 130.3139 , 143.09834 , 150.14421 , 172.45209 , 172.01276 , 
145.7338 , 145.68013 , 146.52237 , 148.41087 , 163.40788 , 185.72847 , 192.07198 , 179.70497 , 143.9376 , 120.48147 , 77.61349 , 48.385967 , 39.05542 , 32.213406 , 31.304651 , 49.476444 , 89.6284 , 113.04943 , 127.15668 , 139.6547 , 146.54288 , 168.35265 , 167.92308 , 151.82414 , 
155.5566 , 156.43419 , 158.40184 , 174.0125 , 197.2089 , 203.79422 , 190.95302 , 153.74062 , 129.2682 , 84.41553 , 53.75717 , 43.960728 , 36.775265 , 35.820805 , 54.901855 , 97.0021 , 121.503494 , 136.23784 , 149.27599 , 156.45558 , 179.15482 , 178.7082 , 161.95726 , 162.75598 , 
152.84572 , 154.76544 , 169.9999 , 192.64313 , 199.07254 , 186.53586 , 150.21768 , 126.341324 , 82.56735 , 52.61454 , 43.03401 , 36.00307 , 35.068867 , 53.733643 , 94.85495 , 118.76537 , 133.1413 , 145.86177 , 152.86661 , 175.01909 , 174.58316 , 158.23433 , 159.01364 , 166.9954 , 
154.76411 , 169.99911 , 192.64319 , 199.07283 , 186.53572 , 150.21631 , 126.33996 , 82.56638 , 52.6142 , 43.033943 , 36.00322 , 35.06905 , 53.733273 , 94.85382 , 118.76405 , 133.13992 , 145.86041 , 152.86522 , 175.01855 , 174.58258 , 158.23314 , 159.01247 , 166.99454 , 178.80443 , 
168.27516 , 190.9154 , 197.34662 , 184.80751 , 148.5089 , 124.67094 , 81.02583 , 51.207268 , 41.677727 , 34.686672 , 33.757923 , 52.32067 , 93.26932 , 117.111694 , 131.4578 , 144.15842 , 151.15482 , 173.29242 , 172.85663 , 156.51747 , 157.29611 , 165.27226 , 177.07721 , 190.42079 , 
193.14932 , 199.6643 , 186.96112 , 150.1706 , 125.99565 , 81.707436 , 51.433834 , 41.756927 , 34.657314 , 33.71412 , 52.564407 , 94.134415 , 118.32736 , 132.87953 , 145.75941 , 152.85327 , 175.29279 , 174.8511 , 158.28993 , 159.0793 , 167.16438 , 179.1282 , 192.64822 , 215.5024 , 
196.67062 , 183.98283 , 147.2648 , 123.16826 , 79.10813 , 49.06765 , 39.48059 , 32.452034 , 31.518621 , 50.188232 , 91.45864 , 115.53105 , 130.0269 , 142.86589 , 149.94048 , 172.33243 , 171.89154 , 155.3638 , 156.15134 , 164.21907 , 176.16151 , 189.66255 , 212.49413 , 240.42908 , 
185.80287 , 149.77313 , 126.095215 , 82.691925 , 52.986534 , 43.48172 , 36.504738 , 35.57758 , 54.096657 , 94.87554 , 118.58313 , 132.83815 , 145.45303 , 152.40039 , 174.37572 , 173.94322 , 157.72464 , 158.49765 , 166.41553 , 178.13184 , 191.37259 , 213.75682 , 241.14107 , 250.91144 , 
149.77248 , 126.09459 , 82.69198 , 52.987316 , 43.482735 , 36.505913 , 35.57878 , 54.097412 , 94.875336 , 118.58257 , 132.83748 , 145.45233 , 152.39975 , 174.37535 , 173.94283 , 157.72404 , 158.49707 , 166.415 , 178.13153 , 191.37257 , 213.7576 , 241.14305 , 250.9139 , 236.25435 , 
127.40439 , 83.436806 , 53.35662 , 43.73773 , 36.679718 , 35.741997 , 54.4803 , 95.77851 , 119.794945 , 134.23422 , 147.01006 , 154.04498 , 176.29117 , 175.85342 , 159.43578 , 160.21843 , 168.23401 , 180.09253 , 193.49014 , 216.12997 , 243.81053 , 253.68265 , 238.87042 , 197.24072 , 
79.41635 , 49.964363 , 40.559772 , 33.662994 , 32.746944 , 51.063423 , 91.518936 , 115.10044 , 129.29651 , 141.86772 , 148.7939 , 170.71259 , 170.28104 , 154.10312 , 154.87402 , 162.77133 , 174.46019 , 187.67284 , 210.01266 , 237.33951 , 247.08682 , 232.46194 , 191.37273 , 131.96864 , 
55.094326 , 45.306793 , 38.12108 , 37.16614 , 56.237297 , 98.18414 , 122.522194 , 137.13458 , 150.05083 , 157.15791 , 179.60844 , 179.16705 , 162.60153 , 163.39166 , 171.48141 , 183.44115 , 196.94104 , 219.72562 , 247.5384 , 257.4468 , 242.57806 , 200.718 , 139.88191 , 87.34538 , 
40.610004 , 33.6078 , 32.677593 , 51.2705 , 92.29201 , 116.178535 , 130.55063 , 143.27351 , 150.2818 , 172.45448 , 172.01804 , 155.65332 , 156.43324 , 164.42213 , 176.24481 , 189.60663 , 212.19559 , 239.82571 , 249.68169 , 234.8939 , 193.34799 , 133.25531 , 81.674835 , 53.853436 , 
33.6078 , 32.6776 , 51.270462 , 92.29197 , 116.178535 , 130.55063 , 143.27357 , 150.28186 , 172.45451 , 172.01807 , 155.65337 , 156.43327 , 164.42216 , 176.24481 , 189.60666 , 212.19559 , 239.82559 , 249.68152 , 234.89384 , 193.34802 , 133.25536 , 81.67478 , 53.853394 , 40.391693 , 
30.291138 , 48.957607 , 90.212746 , 114.272446 , 128.7599 , 141.59117 , 148.66144 , 171.03969 , 170.59908 , 154.08148 , 154.86852 , 162.9313 , 174.86644 , 188.35924 , 211.17685 , 239.0944 , 249.05382 , 234.111 , 192.1379 , 131.48717 , 79.52679 , 51.55252 , 38.03295 , 31.337898 , 
44.684887 , 85.6757 , 109.66795 , 124.14053 , 136.97298 , 144.0491 , 166.46774 , 166.02605 , 149.47603 , 150.2642 , 158.34117 , 170.30438 , 183.83798 , 206.7425 , 234.78795 , 244.79663 , 229.78041 , 187.62961 , 126.86697 , 75.03884 , 47.256836 , 33.867466 , 27.247028 , 26.622036 , 
91.76933 , 115.773155 , 130.22864 , 143.0329 , 150.0887 , 172.42307 , 171.98326 , 155.49788 , 156.28336 , 164.33029 , 176.24254 , 189.7103 , 212.48755 , 240.35954 , 250.30397 , 235.38388 , 193.4821 , 132.95006 , 81.110016 , 53.214176 , 39.73886 , 33.06783 , 32.437775 , 52.70669 , 
117.151955 , 131.68155 , 144.5441 , 151.62907 , 174.04153 , 173.6004 , 157.05911 , 157.84752 , 165.9229 , 177.87222 , 191.37479 , 214.19452 , 242.09337 , 252.04155 , 237.11473 , 195.15503 , 134.41597 , 82.28006 , 54.187298 , 40.60906 , 33.88543 , 33.25035 , 53.676018 , 97.30271 , 
131.68188 , 144.54443 , 151.62935 , 174.04172 , 173.60059 , 157.05939 , 157.84776 , 165.92316 , 177.87244 , 191.37486 , 214.19441 , 242.093 , 252.04105 , 237.11443 , 195.15509 , 134.41632 , 82.28038 , 54.187542 , 40.609245 , 33.885582 , 33.250504 , 53.676266 , 97.30307 , 121.3886 , 
148.12488 , 155.26305 , 177.83669 , 177.39249 , 160.7331 , 161.52722 , 169.66083 , 181.69405 , 195.2889 , 218.26048 , 246.34213 , 256.35562 , 241.33089 , 199.09459 , 137.91835 , 85.32211 , 56.928154 , 43.187183 , 36.378334 , 35.735043 , 56.410957 , 100.48891 , 124.78529 , 139.1684 , 
146.02983 , 168.4545 , 168.01273 , 151.45868 , 152.24712 , 160.32632 , 172.29169 , 185.82666 , 208.73204 , 236.77892 , 246.78856 , 231.77098 , 189.61852 , 128.83865 , 76.94167 , 49.080376 , 35.636505 , 28.98417 , 28.35598 , 48.57391 , 91.86909 , 115.84629 , 130.07643 , 142.21176 , 
179.62515 , 179.17783 , 162.39848 , 163.19847 , 171.39128 , 183.50934 , 197.1963 , 220.31543 , 248.56569 , 258.63675 , 243.52519 , 201.02711 , 139.40848 , 86.35309 , 57.67531 , 43.78714 , 36.902863 , 36.252354 , 57.152706 , 101.660774 , 126.1683 , 140.66849 , 153.00937 , 160.73872 , 
179.62512 , 179.17778 , 162.39839 , 163.1984 , 171.39122 , 183.50932 , 197.19632 , 220.31549 , 248.56572 , 258.63672 , 243.52524 , 201.02715 , 139.40833 , 86.35287 , 57.675182 , 43.787094 , 36.902874 , 36.252373 , 57.152576 , 101.660545 , 126.16811 , 140.66832 , 153.00928 , 160.7386 , 
170.2979 , 153.78189 , 154.56871 , 162.63026 , 174.56564 , 188.06139 , 210.88919 , 238.82545 , 248.79253 , 233.8383 , 191.84132 , 131.19861 , 79.31365 , 51.415874 , 37.943993 , 31.275404 , 30.645597 , 50.908474 , 94.24827 , 118.218925 , 132.43484 , 144.55219 , 152.14967 , 176.90154 , 
153.78183 , 154.56866 , 162.63025 , 174.56567 , 188.0615 , 210.8894 , 238.8256 , 248.79263 , 233.83849 , 191.84148 , 131.19849 , 79.3137 , 51.41603 , 37.944088 , 31.275429 , 30.645615 , 50.908627 , 94.248245 , 118.21884 , 132.43474 , 144.5521 , 152.14961 , 176.9016 , 174.27446 , 
151.74826 , 159.63551 , 171.31444 , 184.52254 , 206.8692 , 234.22469 , 243.98625 , 229.34073 , 188.22234 , 128.88783 , 78.14896 , 50.86322 , 37.681015 , 31.153477 , 30.536894 , 50.366825 , 92.75305 , 116.19367 , 130.09694 , 141.94937 , 149.38164 , 173.60039 , 171.02946 , 154.58556 , 
167.28148 , 179.22896 , 192.73071 , 215.55261 , 243.46022 , 253.41309 , 238.4795 , 196.511 , 135.78308 , 83.65959 , 55.55864 , 41.96794 , 35.235218 , 34.599167 , 55.047016 , 98.68065 , 122.75959 , 137.02295 , 149.17151 , 156.78445 , 181.5665 , 178.93755 , 162.11267 , 163.16115 , 
176.57147 , 189.8914 , 212.41415 , 239.96927 , 249.79968 , 235.05049 , 193.62146 , 133.73323 , 82.36615 , 54.67596 , 41.281425 , 34.64474 , 34.01772 , 54.17176 , 97.16728 , 120.89648 , 134.95547 , 146.9312 , 154.4369 , 178.87724 , 176.28397 , 159.69069 , 160.72453 , 167.73752 , 
188.99121 , 211.69482 , 239.46584 , 249.3707 , 234.50925 , 192.75128 , 132.39467 , 80.7025 , 52.88999 , 39.45422 , 32.802097 , 32.173794 , 52.384014 , 95.586174 , 119.46747 , 133.62575 , 145.6911 , 153.25465 , 177.88847 , 175.27441 , 158.54945 , 159.59143 , 166.6598 , 176.95161 , 
211.69362 , 239.46352 , 249.36794 , 234.5071 , 192.75073 , 132.39548 , 80.7036 , 52.890907 , 39.45496 , 32.802727 , 32.174408 , 52.384926 , 95.58729 , 119.468414 , 133.62654 , 145.69173 , 153.25516 , 177.88838 , 175.27441 , 158.54982 , 159.59175 , 166.65999 , 176.95155 , 188.66527 , 
242.93393 , 252.91893 , 237.93762 , 195.84764 , 134.97282 , 82.762245 , 54.643524 , 41.056232 , 34.328968 , 33.693577 , 54.13187 , 97.802795 , 121.92307 , 136.21533 , 148.39047 , 156.02095 , 180.8638 , 178.22813 , 161.36172 , 162.4127 , 169.5414 , 179.9192 , 191.72906 , 213.79797 , 
250.45763 , 235.55806 , 193.70543 , 133.21028 , 81.364334 , 53.452663 , 39.96636 , 33.28901 , 32.65832 , 52.9448 , 96.29664 , 120.248535 , 134.44452 , 146.53986 , 154.12137 , 178.81047 , 176.19073 , 159.4284 , 160.47275 , 167.55708 , 177.87155 , 189.61102 , 211.55266 , 240.86635 , 
235.65411 , 193.76816 , 133.22292 , 81.35026 , 53.43741 , 39.95484 , 33.280468 , 32.650097 , 52.929638 , 96.28749 , 120.25223 , 134.45808 , 146.56274 , 154.15044 , 178.86043 , 176.23845 , 159.46185 , 160.5071 , 167.59743 , 177.92072 , 189.67023 , 211.63017 , 240.96625 , 252.90318 , 
190.48116 , 130.75809 , 79.63977 , 52.126034 , 38.827843 , 32.241615 , 31.619452 , 51.625336 , 94.35885 , 117.97407 , 131.97563 , 143.9091 , 151.39105 , 175.7669 , 173.17963 , 156.62933 , 157.66026 , 164.65422 , 174.83963 , 186.43582 , 208.11963 , 237.10678 , 248.90723 , 237.96252 , 
130.76105 , 79.63932 , 52.12333 , 38.82398 , 32.237175 , 31.614958 , 51.62258 , 94.359505 , 117.97629 , 131.97862 , 143.9126 , 151.39378 , 175.7672 , 173.18011 , 156.63152 , 157.66232 , 164.65556 , 174.83998 , 186.43507 , 208.11699 , 237.10182 , 248.9015 , 237.95749 , 195.78876 , 
81.74653 , 53.937786 , 40.49522 , 33.837605 , 33.208706 , 53.43166 , 96.61892 , 120.470146 , 134.60468 , 146.64688 , 154.19475 , 178.7728 , 176.16492 , 159.47809 , 160.51779 , 167.5703 , 177.83815 , 189.52408 , 211.36421 , 240.5387 , 252.40938 , 241.39967 , 198.94785 , 139.21275 , 
53.533035 , 39.797333 , 32.995724 , 32.353275 , 53.015835 , 97.14522 , 121.50348 , 135.9306 , 148.21661 , 155.91457 , 180.96556 , 178.30867 , 161.3016 , 162.36157 , 169.55054 , 180.01337 , 191.91592 , 214.14574 , 243.81131 , 255.87285 , 244.68628 , 201.51024 , 140.6326 , 87.13373 , 
35.05445 , 28.508934 , 27.890875 , 47.7866 , 90.41775 , 114.041046 , 128.06523 , 140.02708 , 147.53069 , 171.9943 , 169.39656 , 152.78568 , 153.82004 , 160.83853 , 171.06325 , 182.70851 , 204.49388 , 233.62875 , 245.49097 , 234.48898 , 192.10547 , 132.6411 , 80.72792 , 50.55067 , 
34.25766 , 33.631443 , 53.74879 , 96.59699 , 120.20921 , 134.18866 , 146.09224 , 153.55057 , 177.82544 , 175.25047 , 158.77014 , 159.7972 , 166.76309 , 176.90262 , 188.4397 , 209.99573 , 238.78374 , 250.4961 , 239.6332 , 197.74168 , 138.74435 , 86.88615 , 56.53721 , 41.812057 , 
