201911151135:398.4276351928711, 201911151140:399.87081146240234, 201911151145:401.31398010253906, 201911151150:402.7571563720703, 201911151155:404.20033264160156, 201911151200:384.57745361328125, 201911151205:386.0206298828125, 201911151210:387.4637985229492, 201911151215:388.90697479248047, 201911151220:390.3501434326172, 201911151225:391.79331970214844, 201911151230:393.2364959716797, 
201911151135:397.7263946533203, 201911151140:398.8973083496094, 201911151145:400.06822967529297, 201911151150:401.23914337158203, 201911151155:402.4100646972656, 201911151200:383.83028411865234, 201911151205:385.0011978149414, 201911151210:386.172119140625, 201911151215:387.34303283691406, 201911151220:388.51395416259766, 201911151225:389.6848678588867, 201911151230:390.8557891845703, 
201911151135:398.7279052734375, 201911151140:400.3909912109375, 201911151145:402.0540771484375, 201911151150:403.71717071533203, 201911151155:405.38025665283203, 201911151200:382.4308166503906, 201911151205:384.0939025878906, 201911151210:385.75699615478516, 201911151215:387.42008209228516, 201911151220:389.08316802978516, 201911151225:390.74625396728516, 201911151230:392.40933990478516, 
201911151135:400.99503898620605, 201911151140:401.40972900390625, 201911151145:401.8244209289551, 201911151150:402.2391128540039, 201911151155:402.6538028717041, 201911151200:393.99388885498047, 201911151205:394.4085807800293, 201911151210:394.8232707977295, 201911151215:395.2379627227783, 201911151220:395.65265464782715, 201911151225:396.06734466552734, 201911151230:396.4820365905762, 
