201911151135:255668.154296875, 201911151140:256058.326171875, 201911151145:256448.498046875, 201911151150:256838.669921875, 201911151155:257228.841796875, 201911151200:265275.705078125, 201911151205:265665.876953125, 201911151210:266056.048828125, 201911151215:266446.220703125, 201911151220:266836.392578125, 201911151225:267226.564453125, 201911151230:267616.736328125, 
201911151135:253404.6328125, 201911151140:253876.2265625, 201911151145:254347.82421875, 201911151150:254819.41796875, 201911151155:255291.01171875, 201911151200:261721.78515625, 201911151205:262193.37890625, 201911151210:262664.9765625, 201911151215:263136.5703125, 201911151220:263608.1640625, 201911151225:264079.7578125, 201911151230:264551.3515625, 
201911151135:259955.44921875, 201911151140:260673.41796875, 201911151145:261391.3828125, 201911151150:262109.34765625, 201911151155:262827.31640625, 201911151200:267020.19921875, 201911151205:267738.1640625, 201911151210:268456.12890625, 201911151215:269174.09375, 201911151220:269892.0625, 201911151225:270610.02734375, 201911151230:271327.9921875, 
201911151135:252960.90625, 201911151140:253941.046875, 201911151145:254921.1875, 201911151150:255901.328125, 201911151155:256881.46875, 201911151200:258419.2890625, 201911151205:259399.4296875, 201911151210:260379.5703125, 201911151215:261359.7109375, 201911151220:262339.8515625, 201911151225:263319.9921875, 201911151230:264300.1328125, 
