201911151135:190.54351425170898, 201911151140:190.23801803588867, 201911151145:189.93251991271973, 201911151150:189.6270236968994, 201911151155:189.3215274810791, 201911151200:188.59185218811035, 201911151205:188.28635597229004, 201911151210:187.9808578491211, 201911151215:187.67536163330078, 201911151220:187.36986541748047, 201911151225:187.06436729431152, 201911151230:186.7588710784912, 
201911151135:189.45875215530396, 201911151140:189.42334485054016, 201911151145:189.38793754577637, 201911151150:189.352530002594, 201911151155:189.3171226978302, 201911151200:185.988689661026, 201911151205:185.9532823562622, 201911151210:185.9178750514984, 201911151215:185.88246750831604, 201911151220:185.84706020355225, 201911151225:185.81165266036987, 201911151230:185.77624535560608, 
201911151135:189.72799199819565, 201911151140:189.71753919124603, 201911151145:189.70708638429642, 201911151150:189.69663351774216, 201911151155:189.68618071079254, 201911151200:186.2553070783615, 201911151205:186.24485421180725, 201911151210:186.23440140485764, 201911151215:186.22394853830338, 201911151220:186.21349573135376, 201911151225:186.20304292440414, 201911151230:186.19259005784988, 
201911151135:194.4049129486084, 201911151140:194.03938102722168, 201911151145:193.67384719848633, 201911151150:193.3083152770996, 201911151155:192.94278144836426, 201911151200:192.95727157592773, 201911151205:192.59173965454102, 201911151210:192.22620582580566, 201911151215:191.86067390441895, 201911151220:191.4951400756836, 201911151225:191.12960815429688, 201911151230:190.76407432556152, 
