201911151135:1046.0516815185547, 201911151140:1048.7325592041016, 201911151145:1051.4134368896484, 201911151150:1054.0943298339844, 201911151155:1056.7752075195312, 201911151200:1180.5279083251953, 201911151205:1183.2087860107422, 201911151210:1185.8896789550781, 201911151215:1188.570556640625, 201911151220:1191.2514343261719, 201911151225:1193.9323272705078, 201911151230:1196.6132049560547, 
201911151135:1067.2293701171875, 201911151140:1079.0076293945312, 201911151145:1090.7858276367188, 201911151150:1102.5640869140625, 201911151155:1114.3423461914062, 201911151200:1134.5899047851562, 201911151205:1146.3681640625, 201911151210:1158.1464233398438, 201911151215:1169.9246215820312, 201911151220:1181.702880859375, 201911151225:1193.4811401367188, 201911151230:1205.2593383789062, 
201911151135:1051.667724609375, 201911151140:1065.453857421875, 201911151145:1079.2398681640625, 201911151150:1093.0260009765625, 201911151155:1106.8121337890625, 201911151200:1091.35400390625, 201911151205:1105.14013671875, 201911151210:1118.9261474609375, 201911151215:1132.7122802734375, 201911151220:1146.4984130859375, 201911151225:1160.284423828125, 201911151230:1174.070556640625, 
201911151135:1089.6878662109375, 201911151140:1104.703125, 201911151145:1119.7183837890625, 201911151150:1134.733642578125, 201911151155:1149.7489013671875, 201911151200:1126.3162841796875, 201911151205:1141.33154296875, 201911151210:1156.3468017578125, 201911151215:1171.362060546875, 201911151220:1186.3773193359375, 201911151225:1201.392578125, 201911151230:1216.4078369140625, 
