201911151135:109292.7890625, 201911151140:109797.6796875, 201911151145:110302.57421875, 201911151150:110807.46484375, 201911151155:111312.35546875, 201911151200:112119.4921875, 201911151205:112624.38671875, 201911151210:113129.27734375, 201911151215:113634.16796875, 201911151220:114139.0625, 201911151225:114643.953125, 201911151230:115148.84375, 
201911151135:109333.48046875, 201911151140:109780.890625, 201911151145:110228.3046875, 201911151150:110675.71484375, 201911151155:111123.12890625, 201911151200:112603.06640625, 201911151205:113050.4765625, 201911151210:113497.88671875, 201911151215:113945.30078125, 201911151220:114392.7109375, 201911151225:114840.125, 201911151230:115287.53515625, 
201911151135:111136.36328125, 201911151140:111582.26171875, 201911151145:112028.1640625, 201911151150:112474.0625, 201911151155:112919.9609375, 201911151200:114047.73046875, 201911151205:114493.6328125, 201911151210:114939.53125, 201911151215:115385.43359375, 201911151220:115831.33203125, 201911151225:116277.23046875, 201911151230:116723.1328125, 
