201911151135:104129.423828125, 201911151140:104266.1923828125, 201911151145:104402.9619140625, 201911151150:104539.73046875, 201911151155:104676.4990234375, 201911151200:109500.322265625, 201911151205:109637.0908203125, 201911151210:109773.8603515625, 201911151215:109910.62890625, 201911151220:110047.3974609375, 201911151225:110184.1669921875, 201911151230:110320.935546875, 
201911151135:104925.5205078125, 201911151140:105052.1611328125, 201911151145:105178.802734375, 201911151150:105305.443359375, 201911151155:105432.083984375, 201911151200:110079.607421875, 201911151205:110206.248046875, 201911151210:110332.888671875, 201911151215:110459.529296875, 201911151220:110586.169921875, 201911151225:110712.8115234375, 201911151230:110839.4521484375, 
201911151135:106857.904296875, 201911151140:107113.380859375, 201911151145:107368.859375, 201911151150:107624.3359375, 201911151155:107879.814453125, 201911151200:111020.5, 201911151205:111275.978515625, 201911151210:111531.455078125, 201911151215:111786.93359375, 201911151220:112042.41015625, 201911151225:112297.888671875, 201911151230:112553.365234375, 
