201905081010: 0.93,
201905081010: 0.93,
201905081010: 0.94,
201905081200: 0.85,
201905081300: 0.96,
201905081400: 0.84,
201905081500: 0.78,
201905081600: 0.8,
201905081700: 0.84,
201905081800: 0.83,
201905081900: 0.89,
201905082000: 1.0,
201905082100: 0.98,
201905082200: 0.93,
201905082300: 0.73,
201905090000: 0.44,
201905090100: 0.88,
201905090200: 0.59,
201905090300: 0.37,
201905090400: 0.25,
201905090500: 0.23,
201905090600: 0.51,
201905090700: 0.75,
201905090800: 0.84,
201905090900: 0.89,
201905091000: 0.95,
201905091100: 0.95,
201905091200: 0.87,
201905091300: 0.97,
201905091400: 0.76,
201905091500: 0.73,
201905091600: 0.74,
201905091700: 0.77,
201905091800: 0.8,
201905091900: 0.88,
201905092000: 0.99,
201905092100: 0.97,
201905092200: 0.95,
201905092300: 0.74,
201905100000: 0.44,
201905100100: 0.85,
201905100200: 0.62,
201905100300: 0.36,
201905100400: 0.25,
201905100500: 0.25,
201905100600: 0.57,
201905100700: 0.76,
201905100800: 0.83,
201905100900: 0.86,
201905101000: 0.91,
201905101100: 0.92,
201905101200: 0.91,
201905101300: 0.95,
201905101400: 0.82,
201905101500: 0.8,
201905101600: 0.83,
201905101700: 0.88,
201905101800: 0.89,
201905101900: 0.95,
201905102000: 0.94,
201905102100: 0.87,
201905102200: 0.95,
201905102300: 0.8,
201905110000: 0.38,
201905110100: 0.75,
201905110200: 0.7,
201905110300: 0.43,
201905110400: 0.28,
201905110500: 0.29,
201905110600: 0.62,
201905110700: 0.95,
201905110800: 0.93,
201905110900: 0.83,
201905111000: 0.81,
201905111100: 0.78,
201905111200: 0.76,
201905111300: 0.86,
201905111400: 0.96,
201905111500: 0.99,
201905111600: 0.95,
201905111700: 0.91,
201905111800: 0.93,
201905111900: 0.98,
201905112000: 0.9,
201905112100: 0.86,
201905112200: 0.93,
201905112300: 0.83,
201905120000: 0.37,
201905120100: 0.71,
201905120200: 0.82,
201905120300: 0.45,
201905120400: 0.31,
201905120500: 0.3,
201905120600: 0.64,
201905120700: 0.98,
201905120800: 0.78,
201905120900: 0.74,
201905121000: 0.73,
201905121100: 0.75,
201905121200: 0.71,
