201905081010: 0.83,
201905081010: 0.84,
201905081010: 0.84,
201905081200: 0.84,
201905081300: 0.87,
201905081400: 0.94,
201905081500: 0.87,
201905081600: 0.92,
201905081700: 0.95,
201905081800: 0.97,
201905081900: 0.98,
201905082000: 0.86,
201905082100: 0.82,
201905082200: 0.92,
201905082300: 0.81,
201905090800: 0.72,
201905090800: 0.7,
201905090800: 0.71,
201905090800: 0.7,
201905090800: 0.7,
201905090800: 0.71,
201905090800: 0.7,
201905090800: 0.7,
201905090800: 0.81,
201905090900: 0.89,
201905091000: 0.97,
201905091100: 1.0,
201905091200: 0.84,
201905091300: 0.92,
201905091400: 0.85,
201905091500: 0.8,
201905091600: 0.81,
201905091700: 0.86,
201905091800: 0.89,
201905091900: 0.95,
201905092000: 0.93,
201905092100: 0.88,
201905092200: 0.96,
201905092300: 0.78,
201905100800: 0.74,
201905100800: 0.74,
201905100800: 0.73,
201905100800: 0.74,
201905100800: 0.74,
201905100800: 0.73,
201905100800: 0.73,
201905100800: 0.74,
201905100800: 0.78,
201905100900: 0.84,
201905101000: 0.91,
201905101100: 0.89,
201905101200: 0.96,
201905101300: 0.99,
201905101400: 0.82,
201905101500: 0.79,
201905101600: 0.82,
201905101700: 0.92,
201905101800: 0.97,
201905101900: 1.0,
201905102000: 0.88,
201905102100: 0.81,
201905102200: 0.87,
201905102300: 0.9,
201905110800: 0.63,
201905110800: 0.63,
201905110800: 0.63,
201905110800: 0.63,
201905110800: 0.63,
201905110800: 0.62,
201905110800: 0.62,
201905110800: 0.63,
201905110800: 0.98,
201905110900: 0.87,
201905111000: 0.83,
201905111100: 0.81,
201905111200: 0.79,
201905111300: 0.84,
201905111400: 0.93,
201905111500: 0.96,
201905111600: 0.98,
201905111700: 0.98,
201905111800: 0.98,
201905111900: 0.93,
201905112000: 0.82,
201905112100: 0.78,
201905112200: 0.85,
201905112300: 0.91,
201905120800: 0.61,
201905120800: 0.62,
201905120800: 0.62,
201905120800: 0.61,
201905120800: 0.61,
201905120800: 0.62,
201905120800: 0.62,
201905120800: 0.62,
201905120800: 1.0,
201905120900: 0.88,
201905121000: 0.86,
201905121100: 0.84,
201905121200: 0.8,
201905121300: 0.84,
201905121400: 0.92,
201905121500: 0.96,
201905121600: 0.99,
201905121700: 0.94,
201905121800: 0.92,
201905121900: 0.94,
201905122000: 0.95,
201905122100: 0.88,
201905122200: 0.93,
201905122300: 0.83,
201905130800: 0.69,
201905130800: 0.68,
201905130800: 0.68,
201905130800: 0.68,
201905130800: 0.69,
201905130800: 0.68,
201905130800: 0.68,
201905130800: 0.68,
201905130800: 0.81,
201905130900: 0.91,
201905131000: 0.94,
201905131100: 0.95,
201905131200: 0.92,
201905131300: 0.94,
201905131400: 0.84,
201905131500: 0.82,
201905131600: 0.86,
201905131700: 0.9,
201905131800: 0.94,
201905131900: 0.97,
201905132000: 0.86,
201905132100: 0.83,
201905132200: 0.93,
201905132300: 0.81,
201905140800: 0.69,
201905140800: 0.69,
201905140800: 0.69,
201905140800: 0.69,
201905140800: 0.7,
201905140800: 0.69,
201905140800: 0.69,
201905140800: 0.69,
201905140800: 0.82,
201905140900: 0.91,
201905141000: 0.96,
201905141100: 0.97,
201905141200: 0.87,
201905141300: 0.92,
201905141400: 0.88,
201905141500: 0.84,
201905141600: 0.84,
201905141700: 0.85,
201905141800: 0.84,
201905141900: 0.85,
201905142000: 0.99,
201905142100: 0.9,
201905142200: 0.93,
201905142300: 0.86,
201905150800: 0.65,
201905150800: 0.65,
201905150800: 0.64,
201905150800: 0.65,
201905150800: 0.65,
201905150800: 0.66,
201905150800: 0.64,
201905150800: 0.65,
201905150800: 0.79,
201905150900: 0.89,
201905151000: 0.95,
201905151100: 0.95,
201905151200: 0.91,
201905151300: 0.93,
201905151400: 0.85,
201905151500: 0.8,
201905151600: 0.8,
201905151700: 0.84,
201905151800: 0.72,
201905151900: 0.92,
201905152000: 0.92,
201905152100: 0.83,
201905152200: 0.91,
201905152300: 0.82,
201905160800: 0.67,
201905160800: 0.68,
201905160800: 0.67,
201905160800: 0.68,
201905160800: 0.68,
201905160800: 0.68,
201905160800: 0.67,
201905160800: 0.67,
201905160800: 0.84,
201905160900: 0.93,
201905161000: 0.99,
201905161100: 0.96,
201905161200: 0.89,
201905161300: 0.91,
201905161400: 0.9,
201905161500: 0.84,
201905161600: 0.86,
201905161700: 0.88,
201905161800: 0.88,
201905161900: 0.89,
201905162000: 0.99,
201905162100: 0.89,
201905162200: 0.9,
201905162300: 0.88,
201905170800: 0.62,
201905170800: 0.62,
201905170800: 0.63,
201905170800: 0.62,
201905170800: 0.62,
201905170800: 0.63,
201905170800: 0.63,
201905170800: 0.63,
201905170800: 0.87,
201905170900: 0.96,
201905171000: 0.97,
201905171100: 0.96,
201905171200: 0.86,
201905171300: 0.89,
201905171400: 0.91,
201905171500: 0.87,
201905171600: 0.9,
201905171700: 0.98,
201905171800: 0.99,
201905171900: 0.99,
201905172000: 0.88,
201905172100: 0.81,
201905172200: 0.85,
201905172300: 0.98,
201905180800: 0.56,
201905180800: 0.57,
201905180800: 0.57,
201905180800: 0.56,
201905180800: 0.56,
201905180800: 0.56,
201905180800: 0.57,
201905180800: 0.57,
201905180800: 0.93,
201905180900: 0.82,
201905181000: 0.79,
201905181100: 0.79,
201905181200: 0.74,
201905181300: 0.76,
201905181400: 0.85,
201905181500: 0.89,
201905181600: 0.93,
201905181700: 0.96,
201905181800: 1.0,
