201905081010: 0.96,
201905081010: 0.96,
201905081010: 0.72,
201905081200: 0.75,
201905081300: 0.83,
201905081400: 0.92,
201905081500: 0.96,
201905081600: 0.94,
201905081700: 0.93,
201905081800: 0.92,
201905081900: 0.87,
201905082000: 0.85,
201905082100: 0.86,
201905082200: 0.9,
201905082300: 0.94,
201905090000: 0.52,
201905090100: 0.96,
201905090200: 0.51,
201905090300: 0.28,
201905090400: 0.17,
201905090500: 0.18,
201905090600: 0.33,
201905090700: 0.56,
201905090800: 0.9,
201905090900: 0.93,
201905091000: 0.85,
201905091100: 0.78,
201905091200: 0.77,
201905091300: 0.93,
201905091400: 0.89,
201905091500: 0.91,
201905091600: 0.91,
201905091700: 0.93,
201905091800: 0.96,
201905091900: 0.99,
201905092000: 0.97,
201905092100: 0.95,
201905092200: 0.99,
201905092300: 0.96,
201905100000: 0.57,
201905100100: 0.95,
201905100200: 0.47,
201905100300: 0.26,
201905100400: 0.17,
201905100500: 0.15,
201905100600: 0.3,
201905100700: 0.53,
201905100800: 0.8,
201905100900: 0.9,
201905101000: 0.94,
201905101100: 0.98,
201905101200: 0.99,
201905101300: 0.93,
201905101400: 0.84,
201905101500: 0.86,
201905101600: 0.85,
201905101700: 0.87,
201905101800: 0.89,
201905101900: 0.95,
201905102000: 0.98,
201905102100: 0.95,
201905102200: 0.99,
201905102300: 0.94,
201905110000: 0.56,
201905110100: 0.94,
201905110200: 0.51,
201905110300: 0.31,
201905110400: 0.19,
201905110500: 0.16,
201905110600: 0.32,
201905110700: 0.57,
201905110800: 0.76,
201905110900: 0.98,
201905111000: 0.92,
201905111100: 0.87,
201905111200: 0.91,
201905111300: 0.99,
201905111400: 0.95,
201905111500: 0.91,
201905111600: 0.89,
201905111700: 0.91,
201905111800: 0.91,
201905111900: 0.95,
201905112000: 0.97,
201905112100: 0.94,
201905112200: 0.97,
201905112300: 0.95,
201905120000: 0.54,
201905120100: 0.98,
201905120200: 0.55,
201905120300: 0.31,
201905120400: 0.21,
201905120500: 0.21,
201905120600: 0.34,
201905120700: 0.58,
201905120800: 0.78,
201905120900: 0.91,
201905121000: 0.99,
201905121100: 0.97,
201905121200: 0.96,
201905121300: 0.99,
201905121400: 0.96,
201905121500: 0.94,
201905121600: 0.91,
201905121700: 0.88,
201905121800: 0.87,
201905121900: 0.92,
201905122000: 0.98,
201905122100: 1.0,
201905122200: 1.0,
201905122300: 0.96,
201905130000: 0.55,
201905130100: 0.97,
201905130200: 0.51,
201905130300: 0.29,
201905130400: 0.19,
201905130500: 0.18,
201905130600: 0.32,
201905130700: 0.54,
201905130800: 0.77,
201905130900: 0.92,
201905131000: 0.95,
201905131100: 0.99,
201905131200: 0.96,
201905131300: 0.95,
201905131400: 0.85,
201905131500: 0.83,
201905131600: 0.85,
201905131700: 0.88,
201905131800: 0.94,
201905131900: 0.98,
201905132000: 0.95,
201905132100: 0.96,
201905132200: 0.97,
201905132300: 0.97,
201905140000: 0.58,
201905140100: 0.85,
201905140200: 0.42,
201905140300: 0.26,
201905140400: 0.16,
201905140500: 0.17,
201905140600: 0.32,
201905140700: 0.55,
201905140800: 0.78,
201905140900: 0.94,
201905141000: 0.98,
201905141100: 1.0,
201905141200: 1.0,
201905141300: 0.93,
201905141400: 0.86,
201905141500: 0.85,
201905141600: 0.83,
201905141700: 0.81,
201905141800: 0.84,
201905141900: 0.85,
201905142000: 0.91,
201905142100: 0.96,
201905142200: 0.99,
201905142300: 0.98,
201905150000: 0.57,
201905150100: 0.85,
201905150200: 0.43,
201905150300: 0.25,
201905150400: 0.15,
201905150500: 0.16,
201905150600: 0.3,
201905150700: 0.54,
201905150800: 0.78,
201905150900: 0.96,
201905151000: 0.99,
201905151100: 0.98,
201905151200: 0.99,
201905151300: 0.92,
201905151400: 0.82,
201905151500: 0.78,
