201911151135:493753.203125, 201911151140:496276.421875, 201911151145:498799.640625, 201911151150:501322.84375, 201911151155:503846.0625, 201911151200:499674.90625, 201911151205:502198.109375, 201911151210:504721.328125, 201911151215:507244.546875, 201911151220:509767.765625, 201911151225:512290.984375, 201911151230:514814.203125, 
201911151135:494182.734375, 201911151140:496476.921875, 201911151145:498771.125, 201911151150:501065.328125, 201911151155:503359.515625, 201911151200:501755.609375, 201911151205:504049.8125, 201911151210:506344.0, 201911151215:508638.203125, 201911151220:510932.40625, 201911151225:513226.59375, 201911151230:515520.796875, 
201911151135:512855.90625, 201911151140:515219.296875, 201911151145:517582.6875, 201911151150:519946.09375, 201911151155:522309.484375, 201911151200:516531.796875, 201911151205:518895.1875, 201911151210:521258.59375, 201911151215:523621.984375, 201911151220:525985.390625, 201911151225:528348.78125, 201911151230:530712.171875, 
