日期,编码,地区,流量
201910010850,856,铜仁,2390.11
201910010855,856,铜仁,2410.01
201910010900,856,铜仁,2453.13
201910010905,856,铜仁,2549.08
201910010910,856,铜仁,2650.23
201910010915,856,铜仁,2574.73
201910010920,856,铜仁,2625.40
201910010925,856,铜仁,2728.12
201910010930,856,铜仁,2697.09
201910010935,856,铜仁,2785.99
201910010940,856,铜仁,2736.12
201910010945,856,铜仁,2873.62
201910010950,856,铜仁,2800.36
201910010955,856,铜仁,2880.87
201910011000,856,铜仁,2859.78
201910011005,856,铜仁,2971.58
201910011010,856,铜仁,3030.32
201910011015,856,铜仁,2938.04
201910011020,856,铜仁,3022.82
201910011025,856,铜仁,2950.36
201910011030,856,铜仁,3151.15
201910011035,856,铜仁,3200.19
201910011040,856,铜仁,3030.05
201910011045,856,铜仁,3164.74
201910011050,856,铜仁,3233.28
201910011055,856,铜仁,3157.17
201910011100,856,铜仁,3281.86
201910011105,856,铜仁,3113.44
201910011110,856,铜仁,3144.77
201910011115,856,铜仁,3060.05
201910011120,856,铜仁,3103.23
201910011125,856,铜仁,3033.82
201910011130,856,铜仁,3017.70
201910011135,856,铜仁,3064.47
201910011140,856,铜仁,3185.37
201910011145,856,铜仁,3143.23
201910011150,856,铜仁,3193.38
201910011155,856,铜仁,3128.71
201910011200,856,铜仁,3209.52
201910011205,856,铜仁,3178.51
201910011210,856,铜仁,3118.83
201910011215,856,铜仁,3056.65
201910011220,856,铜仁,2921.20
201910011225,856,铜仁,2916.38
201910011230,856,铜仁,3144.74
201910011235,856,铜仁,3107.75
201910011240,856,铜仁,3204.30
201910011245,856,铜仁,3174.66
201910011250,856,铜仁,3053.63
201910011255,856,铜仁,2880.93
201910011300,856,铜仁,2812.24
201910011305,856,铜仁,2816.33
201910011310,856,铜仁,2877.26
201910011315,856,铜仁,2787.54
201910011320,856,铜仁,2841.71
201910011325,856,铜仁,2667.52
201910011330,856,铜仁,2782.47
201910011335,856,铜仁,2718.71
201910011340,856,铜仁,2670.45
201910011345,856,铜仁,2692.52
201910011350,856,铜仁,2757.03
201910011355,856,铜仁,2670.42
201910011400,856,铜仁,2648.22
201910011405,856,铜仁,2673.34
201910011410,856,铜仁,2657.26
201910011415,856,铜仁,2658.39
201910011420,856,铜仁,2697.76
201910011425,856,铜仁,2658.17
201910011430,856,铜仁,2711.19
201910011435,856,铜仁,2654.86
201910011440,856,铜仁,2733.43
201910011445,856,铜仁,2665.98
201910011450,856,铜仁,2650.91
201910011455,856,铜仁,2664.38
201910011500,856,铜仁,2624.99
201910011505,856,铜仁,2720.85
201910011510,856,铜仁,2655.57
201910011515,856,铜仁,2734.09
201910011520,856,铜仁,2648.62
201910011525,856,铜仁,2628.47
201910011530,856,铜仁,2664.25
201910011535,856,铜仁,2600.37
201910011540,856,铜仁,2637.11
201910011545,856,铜仁,2608.22
201910011550,856,铜仁,2657.02
201910011555,856,铜仁,2595.35
201910011600,856,铜仁,2615.98
201910011605,856,铜仁,2606.85
201910011610,856,铜仁,2584.42
201910011615,856,铜仁,2565.72
201910011620,856,铜仁,2568.28
201910011625,856,铜仁,2581.80
201910011630,856,铜仁,2550.10
201910011635,856,铜仁,2535.95
201910011640,856,铜仁,2602.14
201910011645,856,铜仁,2562.47
201910011650,856,铜仁,2634.24
201910011655,856,铜仁,2521.82
201910011700,856,铜仁,2561.74
201910011705,856,铜仁,2505.42
201910011710,856,铜仁,2412.78
201910011715,856,铜仁,2549.34
201910011720,856,铜仁,2464.48
201910011725,856,铜仁,2529.32
201910011730,856,铜仁,2413.94
201910011735,856,铜仁,2445.55
201910011740,856,铜仁,2519.19
201910011745,856,铜仁,2440.91
201910011750,856,铜仁,2529.04
201910011755,856,铜仁,2427.07
201910011800,856,铜仁,2533.23
201910011805,856,铜仁,2512.92
201910011810,856,铜仁,2486.70
201910011815,856,铜仁,2527.11
201910011820,856,铜仁,2498.87
201910011825,856,铜仁,2531.50
201910011830,856,铜仁,2660.81
201910011835,856,铜仁,2710.19
201910011840,856,铜仁,2638.89
201910011845,856,铜仁,2653.32
201910011850,856,铜仁,2670.13
201910011855,856,铜仁,2713.96
201910011900,856,铜仁,2700.36
201910011905,856,铜仁,2807.26
201910011910,856,铜仁,2783.23
201910011915,856,铜仁,2822.30
201910011920,856,铜仁,2889.81
201910011925,856,铜仁,2972.23
201910011930,856,铜仁,2933.53
201910011935,856,铜仁,3014.58
201910011940,856,铜仁,3054.30
201910011945,856,铜仁,3173.37
201910011950,856,铜仁,3134.43
201910011955,856,铜仁,3100.62
201910012000,856,铜仁,3153.16
201910012005,856,铜仁,3171.33
201910012010,856,铜仁,3252.63
201910012015,856,铜仁,3216.37
201910012020,856,铜仁,3249.84
201910012025,856,铜仁,3272.28
201910012030,856,铜仁,3306.41
201910012035,856,铜仁,3296.52
201910012040,856,铜仁,3275.79
201910012045,856,铜仁,3373.66
201910012050,856,铜仁,3377.90
201910012055,856,铜仁,3384.38
201910012100,856,铜仁,3335.18
201910012105,856,铜仁,3352.27
201910012110,856,铜仁,3332.35
201910012115,856,铜仁,3368.18
201910012120,856,铜仁,3462.65
201910012125,856,铜仁,3363.61
201910012130,856,铜仁,3475.45
201910012135,856,铜仁,3476.35
201910012140,856,铜仁,3366.84
201910012145,856,铜仁,3376.17
201910012150,856,铜仁,3395.63
201910012155,856,铜仁,3279.39
201910012200,856,铜仁,3231.78
201910012205,856,铜仁,3224.60
201910012210,856,铜仁,3200.06
201910012215,856,铜仁,3274.92
201910012220,856,铜仁,3282.75
201910012225,856,铜仁,3126.05
201910012230,856,铜仁,3117.38
201910012235,856,铜仁,3091.69
201910012240,856,铜仁,2996.48
201910012245,856,铜仁,2698.19
201910012250,856,铜仁,2965.35
201910012255,856,铜仁,2860.78
201910012300,856,铜仁,2809.54
201910012305,856,铜仁,2837.86
201910012310,856,铜仁,2741.26
201910012315,856,铜仁,2656.08
201910012320,856,铜仁,2600.73
201910012325,856,铜仁,2504.85
201910012330,856,铜仁,2456.79
201910012335,856,铜仁,2410.73
201910012340,856,铜仁,2331.50
201910012345,856,铜仁,2279.59
201910012350,856,铜仁,2240.85
201910012355,856,铜仁,2226.04
201910020800,856,铜仁,1703.29
201910020805,856,铜仁,1755.11
201910020810,856,铜仁,1795.11
201910020815,856,铜仁,1873.28
201910020820,856,铜仁,1864.39
201910020825,856,铜仁,1855.39
201910020830,856,铜仁,1876.67
201910020835,856,铜仁,1919.19
201910020840,856,铜仁,1981.74
201910020845,856,铜仁,1998.12
201910020850,856,铜仁,1985.34
201910020855,856,铜仁,2008.42
201910020900,856,铜仁,2050.16
201910020905,856,铜仁,2100.24
201910020910,856,铜仁,2098.83
201910020915,856,铜仁,2093.24
201910020920,856,铜仁,2178.16
201910020925,856,铜仁,2132.19
201910020930,856,铜仁,2139.01
201910020935,856,铜仁,2166.43
201910020940,856,铜仁,2181.22
201910020945,856,铜仁,2203.29
201910020950,856,铜仁,2278.66
201910020955,856,铜仁,2245.86
201910021000,856,铜仁,2335.26
201910021005,856,铜仁,2288.72
201910021010,856,铜仁,2339.02
201910021015,856,铜仁,2345.90
201910021020,856,铜仁,2352.31
201910021025,856,铜仁,2389.21
201910021030,856,铜仁,2431.70
201910021035,856,铜仁,2371.69
201910021040,856,铜仁,2448.04
201910021045,856,铜仁,2395.47
201910021050,856,铜仁,2495.79
201910021055,856,铜仁,2495.90
201910021100,856,铜仁,2464.19
201910021105,856,铜仁,2464.53
201910021110,856,铜仁,2549.26
201910021115,856,铜仁,2561.09
201910021120,856,铜仁,2550.38
201910021125,856,铜仁,2518.35
201910021130,856,铜仁,2527.18
201910021135,856,铜仁,2559.19
201910021140,856,铜仁,2645.52
201910021145,856,铜仁,2650.80
201910021150,856,铜仁,2620.65
201910021155,856,铜仁,2654.21
201910021200,856,铜仁,2636.32
201910021205,856,铜仁,2745.49
201910021210,856,铜仁,2692.24
201910021215,856,铜仁,2740.17
201910021220,856,铜仁,2811.45
201910021225,856,铜仁,2766.35
201910021230,856,铜仁,2796.74
201910021235,856,铜仁,2802.11
201910021240,856,铜仁,2856.09
201910021245,856,铜仁,2809.45
201910021250,856,铜仁,2798.53
201910021255,856,铜仁,2781.31
201910021300,856,铜仁,2785.31
201910021305,856,铜仁,2808.40
201910021310,856,铜仁,2830.90
201910021315,856,铜仁,2711.32
201910021320,856,铜仁,2725.70
201910021325,856,铜仁,2732.20
201910021330,856,铜仁,2781.10
201910021335,856,铜仁,2729.81
201910021340,856,铜仁,2760.37
201910021345,856,铜仁,2673.76
201910021350,856,铜仁,2674.94
201910021355,856,铜仁,2629.71
201910021400,856,铜仁,2658.40
201910021405,856,铜仁,2651.57
201910021410,856,铜仁,2606.78
201910021415,856,铜仁,2682.35
201910021420,856,铜仁,2664.66
201910021425,856,铜仁,2708.76
201910021430,856,铜仁,2733.94
201910021435,856,铜仁,2658.61
201910021440,856,铜仁,2648.34
201910021445,856,铜仁,2678.26
