日期,编码,地区,流量
201910010850,857,毕节,3373.73
201910010855,857,毕节,3486.68
201910010900,857,毕节,3577.41
201910010905,857,毕节,3572.78
201910010910,857,毕节,3698.86
201910010915,857,毕节,3556.67
201910010920,857,毕节,3682.16
201910010925,857,毕节,3742.58
201910010930,857,毕节,3771.04
201910010935,857,毕节,3832.04
201910010940,857,毕节,3780.19
201910010945,857,毕节,3920.74
201910010950,857,毕节,3866.75
201910010955,857,毕节,3882.94
201910011000,857,毕节,3997.55
201910011005,857,毕节,4039.61
201910011010,857,毕节,4129.56
201910011015,857,毕节,4115.69
201910011020,857,毕节,4088.68
201910011025,857,毕节,4184.94
201910011030,857,毕节,4330.58
201910011035,857,毕节,4437.50
201910011040,857,毕节,4417.44
201910011045,857,毕节,4510.64
201910011050,857,毕节,4419.83
201910011055,857,毕节,4384.60
201910011100,857,毕节,4502.98
201910011105,857,毕节,4364.44
201910011110,857,毕节,4510.91
201910011115,857,毕节,4356.80
201910011120,857,毕节,4268.50
201910011125,857,毕节,4390.38
201910011130,857,毕节,4440.38
201910011135,857,毕节,4372.01
201910011140,857,毕节,4315.63
201910011145,857,毕节,4393.64
201910011150,857,毕节,4353.94
201910011155,857,毕节,4419.62
201910011200,857,毕节,4442.65
201910011205,857,毕节,4383.51
201910011210,857,毕节,4303.39
201910011215,857,毕节,4263.88
201910011220,857,毕节,4194.26
201910011225,857,毕节,4135.51
201910011230,857,毕节,4500.79
201910011235,857,毕节,4250.05
201910011240,857,毕节,4594.01
201910011245,857,毕节,4499.69
201910011250,857,毕节,4413.95
201910011255,857,毕节,4230.08
201910011300,857,毕节,4084.22
201910011305,857,毕节,4062.67
201910011310,857,毕节,4024.90
201910011315,857,毕节,4017.35
201910011320,857,毕节,4086.49
201910011325,857,毕节,3913.76
201910011330,857,毕节,4085.18
201910011335,857,毕节,3982.78
201910011340,857,毕节,3985.34
201910011345,857,毕节,3980.65
201910011350,857,毕节,3928.39
201910011355,857,毕节,4055.00
