日期,编码,地区,流量
201910010850,854,都匀,2196.41
201910010855,854,都匀,2267.92
201910010900,854,都匀,2296.94
201910010905,854,都匀,2375.92
201910010910,854,都匀,2393.05
201910010915,854,都匀,2445.66
201910010920,854,都匀,2399.72
201910010925,854,都匀,2460.48
201910010930,854,都匀,2538.49
201910010935,854,都匀,2575.35
201910010940,854,都匀,2562.04
201910010945,854,都匀,2608.68
201910010950,854,都匀,2612.51
201910010955,854,都匀,2666.49
201910011000,854,都匀,2756.15
201910011005,854,都匀,2774.03
201910011010,854,都匀,2837.49
201910011015,854,都匀,2782.35
201910011020,854,都匀,2840.74
201910011025,854,都匀,2866.61
201910011030,854,都匀,2970.16
201910011035,854,都匀,3019.67
201910011040,854,都匀,3007.48
201910011045,854,都匀,3028.96
201910011050,854,都匀,3076.07
201910011055,854,都匀,2955.24
201910011100,854,都匀,3087.70
201910011105,854,都匀,2935.71
201910011110,854,都匀,2954.67
201910011115,854,都匀,2896.84
201910011120,854,都匀,2946.60
201910011125,854,都匀,2845.95
201910011130,854,都匀,2933.28
201910011135,854,都匀,2929.55
201910011140,854,都匀,3027.54
201910011145,854,都匀,2935.73
201910011150,854,都匀,2919.94
201910011155,854,都匀,2883.38
201910011200,854,都匀,2962.31
201910011205,854,都匀,2936.29
201910011210,854,都匀,2970.18
201910011215,854,都匀,2902.73
201910011220,854,都匀,2850.57
201910011225,854,都匀,2724.46
201910011230,854,都匀,2971.23
201910011235,854,都匀,2864.35
201910011240,854,都匀,3030.33
201910011245,854,都匀,3042.22
201910011250,854,都匀,2989.60
201910011255,854,都匀,2797.13
201910011300,854,都匀,2821.72
201910011305,854,都匀,2728.09
201910011310,854,都匀,2667.89
201910011315,854,都匀,2744.07
201910011320,854,都匀,2755.55
201910011325,854,都匀,2587.83
201910011330,854,都匀,2696.47
201910011335,854,都匀,2640.82
201910011340,854,都匀,2705.11
201910011345,854,都匀,2709.36
201910011350,854,都匀,2694.54
201910011355,854,都匀,2603.38
201910011400,854,都匀,2621.17
201910011405,854,都匀,2708.71
201910011410,854,都匀,2650.51
201910011415,854,都匀,2658.24
201910011420,854,都匀,2696.95
201910011425,854,都匀,2624.71
201910011430,854,都匀,2702.21
201910011435,854,都匀,2598.76
201910011440,854,都匀,2632.27
201910011445,854,都匀,2608.92
201910011450,854,都匀,2585.11
201910011455,854,都匀,2577.53
201910011500,854,都匀,2653.28
201910011505,854,都匀,2585.35
201910011510,854,都匀,2581.21
201910011515,854,都匀,2632.21
201910011520,854,都匀,2541.63
201910011525,854,都匀,2532.70
201910011530,854,都匀,2593.92
201910011535,854,都匀,2547.34
201910011540,854,都匀,2566.70
201910011545,854,都匀,2560.64
201910011550,854,都匀,2577.72
201910011555,854,都匀,2568.98
