日期,编码,地区,流量
201910011755,850,贵安新区,252.83
201910011800,850,贵安新区,247.66
201910011805,850,贵安新区,244.15
201910011810,850,贵安新区,245.26
201910011815,850,贵安新区,256.64
201910011820,850,贵安新区,253.68
201910011825,850,贵安新区,257.33
201910011830,850,贵安新区,251.67
201910011835,850,贵安新区,255.08
201910011840,850,贵安新区,253.64
201910011845,850,贵安新区,249.71
201910011850,850,贵安新区,257.60
201910011855,850,贵安新区,255.66
201910011900,850,贵安新区,257.29
201910011905,850,贵安新区,267.24
201910011910,850,贵安新区,271.50
201910011915,850,贵安新区,273.65
201910011920,850,贵安新区,273.06
201910011925,850,贵安新区,275.69
201910011930,850,贵安新区,283.76
201910011935,850,贵安新区,289.83
201910011940,850,贵安新区,298.57
201910011945,850,贵安新区,299.02
201910011950,850,贵安新区,309.85
201910011955,850,贵安新区,310.14
201910012000,850,贵安新区,309.53
201910012005,850,贵安新区,316.78
201910012010,850,贵安新区,317.80
201910012015,850,贵安新区,323.73
201910012020,850,贵安新区,313.90
201910012025,850,贵安新区,325.43
201910012030,850,贵安新区,335.44
201910012035,850,贵安新区,327.28
201910012040,850,贵安新区,332.74
201910012045,850,贵安新区,334.58
201910012050,850,贵安新区,335.67
201910012055,850,贵安新区,347.97
201910012100,850,贵安新区,344.95
201910012105,850,贵安新区,348.21
201910012110,850,贵安新区,342.37
201910012115,850,贵安新区,348.55
201910012120,850,贵安新区,346.82
201910012125,850,贵安新区,345.03
201910012130,850,贵安新区,349.28
201910012135,850,贵安新区,349.13
201910012140,850,贵安新区,334.99
201910012145,850,贵安新区,341.96
201910012150,850,贵安新区,354.96
201910012155,850,贵安新区,349.37
201910012200,850,贵安新区,349.80
201910012205,850,贵安新区,338.51
201910012210,850,贵安新区,341.90
201910012215,850,贵安新区,338.33
201910012220,850,贵安新区,332.20
201910012225,850,贵安新区,335.20
201910012230,850,贵安新区,334.06
201910012235,850,贵安新区,326.10
201910012240,850,贵安新区,322.15
201910012245,850,贵安新区,294.50
201910012250,850,贵安新区,316.88
201910012255,850,贵安新区,302.28
201910012300,850,贵安新区,308.42
201910012305,850,贵安新区,307.93
201910012310,850,贵安新区,315.01
201910012315,850,贵安新区,297.85
201910012320,850,贵安新区,297.21
201910012325,850,贵安新区,288.13
201910012330,850,贵安新区,293.10
201910012335,850,贵安新区,284.66
201910012340,850,贵安新区,278.96
201910012345,850,贵安新区,270.32
201910012350,850,贵安新区,269.42
201910012355,850,贵安新区,256.28
201910020800,850,贵安新区,143.61
201910020805,850,贵安新区,151.85
201910020810,850,贵安新区,160.69
201910020815,850,贵安新区,157.95
201910020820,850,贵安新区,164.22
201910020825,850,贵安新区,161.05
201910020830,850,贵安新区,169.96
201910020835,850,贵安新区,171.82
201910020840,850,贵安新区,173.77
201910020845,850,贵安新区,173.64
201910020850,850,贵安新区,180.16
201910020855,850,贵安新区,179.07
201910020900,850,贵安新区,193.85
201910020905,850,贵安新区,187.74
201910020910,850,贵安新区,195.51
201910020915,850,贵安新区,190.60
201910020920,850,贵安新区,192.43
201910020925,850,贵安新区,188.98
201910020930,850,贵安新区,194.56
201910020935,850,贵安新区,194.27
201910020940,850,贵安新区,200.44
201910020945,850,贵安新区,197.99
201910020950,850,贵安新区,192.25
201910020955,850,贵安新区,199.93
201910021000,850,贵安新区,200.40
201910021005,850,贵安新区,203.25
201910021010,850,贵安新区,212.03
201910021015,850,贵安新区,209.92
201910021020,850,贵安新区,212.91
201910021025,850,贵安新区,216.33
201910021030,850,贵安新区,221.81
201910021035,850,贵安新区,219.47
201910021040,850,贵安新区,216.82
201910021045,850,贵安新区,219.63
201910021050,850,贵安新区,226.19
201910021055,850,贵安新区,218.59
201910021100,850,贵安新区,222.76
201910021105,850,贵安新区,224.07
201910021110,850,贵安新区,229.88
201910021115,850,贵安新区,225.68
201910021120,850,贵安新区,228.05
201910021125,850,贵安新区,221.65
201910021130,850,贵安新区,235.50
201910021135,850,贵安新区,224.81
201910021140,850,贵安新区,233.83
201910021145,850,贵安新区,229.64
201910021150,850,贵安新区,223.27
201910021155,850,贵安新区,233.11
201910021200,850,贵安新区,234.96
201910021205,850,贵安新区,235.70
201910021210,850,贵安新区,236.00
201910021215,850,贵安新区,236.47
201910021220,850,贵安新区,247.07
201910021225,850,贵安新区,246.48
201910021230,850,贵安新区,259.97
201910021235,850,贵安新区,252.26
201910021240,850,贵安新区,257.26
201910021245,850,贵安新区,250.00
201910021250,850,贵安新区,245.50
201910021255,850,贵安新区,244.41
201910021300,850,贵安新区,240.41
201910021305,850,贵安新区,244.12
201910021310,850,贵安新区,242.94
201910021315,850,贵安新区,241.53
201910021320,850,贵安新区,250.30
201910021325,850,贵安新区,241.98
201910021330,850,贵安新区,244.54
201910021335,850,贵安新区,246.87
201910021340,850,贵安新区,247.58
201910021345,850,贵安新区,246.22
201910021350,850,贵安新区,246.34
201910021355,850,贵安新区,246.45
201910021400,850,贵安新区,236.76
201910021405,850,贵安新区,234.64
201910021410,850,贵安新区,237.95
201910021415,850,贵安新区,239.62
201910021420,850,贵安新区,226.16
201910021425,850,贵安新区,234.05
201910021430,850,贵安新区,230.37
201910021435,850,贵安新区,231.75
201910021440,850,贵安新区,231.53
201910021445,850,贵安新区,234.71
201910021450,850,贵安新区,245.62
201910021455,850,贵安新区,235.63
201910021500,850,贵安新区,234.97
201910021505,850,贵安新区,239.00
201910021510,850,贵安新区,237.35
201910021515,850,贵安新区,243.98
201910021520,850,贵安新区,236.29
201910021525,850,贵安新区,250.35
201910021530,850,贵安新区,242.98
201910021535,850,贵安新区,236.47
201910021540,850,贵安新区,236.19
201910021545,850,贵安新区,231.23
201910021550,850,贵安新区,242.71
201910021555,850,贵安新区,241.57
201910021600,850,贵安新区,240.43
201910021605,850,贵安新区,240.13
201910021610,850,贵安新区,239.93
201910021615,850,贵安新区,239.91
201910021620,850,贵安新区,244.05
201910021625,850,贵安新区,234.28
201910021630,850,贵安新区,242.51
201910021635,850,贵安新区,247.85
201910021640,850,贵安新区,249.85
201910021645,850,贵安新区,239.27
201910021650,850,贵安新区,232.56
201910021655,850,贵安新区,233.72
201910021700,850,贵安新区,238.51
201910021705,850,贵安新区,243.12
201910021710,850,贵安新区,245.98
201910021715,850,贵安新区,248.35
201910021720,850,贵安新区,244.22
201910021725,850,贵安新区,248.28
201910021730,850,贵安新区,241.03
201910021735,850,贵安新区,238.10
201910021740,850,贵安新区,242.96
201910021745,850,贵安新区,243.35
201910021750,850,贵安新区,245.72
201910021755,850,贵安新区,233.19
201910021800,850,贵安新区,236.00
201910021805,850,贵安新区,228.91
201910021810,850,贵安新区,234.93
201910021815,850,贵安新区,231.13
201910021820,850,贵安新区,236.71
201910021825,850,贵安新区,249.96
201910021830,850,贵安新区,245.51
201910021835,850,贵安新区,252.50
201910021840,850,贵安新区,251.79
201910021845,850,贵安新区,251.83
201910021850,850,贵安新区,259.37
201910021855,850,贵安新区,265.07
201910021900,850,贵安新区,261.35
201910021905,850,贵安新区,270.06
201910021910,850,贵安新区,262.72
201910021915,850,贵安新区,267.12
201910021920,850,贵安新区,278.57
201910021925,850,贵安新区,283.75
201910021930,850,贵安新区,288.73
201910021935,850,贵安新区,297.54
201910021940,850,贵安新区,297.34
201910021945,850,贵安新区,276.38
201910021950,850,贵安新区,306.77
201910021955,850,贵安新区,313.22
201910022000,850,贵安新区,314.15
201910022005,850,贵安新区,307.36
201910022010,850,贵安新区,311.60
201910022015,850,贵安新区,313.50
201910022020,850,贵安新区,326.05
201910022025,850,贵安新区,331.35
201910022030,850,贵安新区,325.69
201910022035,850,贵安新区,322.26
201910022040,850,贵安新区,327.58
201910022045,850,贵安新区,333.25
201910022050,850,贵安新区,329.81
201910022055,850,贵安新区,339.85
201910022100,850,贵安新区,330.62
201910022105,850,贵安新区,327.48
201910022110,850,贵安新区,323.46
201910022115,850,贵安新区,336.10
201910022120,850,贵安新区,326.74
201910022125,850,贵安新区,336.82
201910022130,850,贵安新区,325.39
201910022135,850,贵安新区,329.42
201910022140,850,贵安新区,333.42
201910022145,850,贵安新区,339.90
201910022150,850,贵安新区,339.17
201910022155,850,贵安新区,331.02
201910022200,850,贵安新区,326.99
201910022205,850,贵安新区,329.69
201910022210,850,贵安新区,329.40
201910022215,850,贵安新区,333.19
201910022220,850,贵安新区,321.97
201910022225,850,贵安新区,319.43
201910022230,850,贵安新区,315.73
201910022235,850,贵安新区,315.54
201910022240,850,贵安新区,312.48
201910022245,850,贵安新区,308.91
201910022250,850,贵安新区,302.74
201910022255,850,贵安新区,292.90
201910022300,850,贵安新区,303.04
201910022305,850,贵安新区,293.76
201910022310,850,贵安新区,294.87
201910022315,850,贵安新区,293.85
201910022320,850,贵安新区,293.22
201910022325,850,贵安新区,279.35
201910022330,850,贵安新区,245.91
201910022335,850,贵安新区,288.37
201910022340,850,贵安新区,273.34
201910022345,850,贵安新区,262.99
201910022350,850,贵安新区,262.90
201910022355,850,贵安新区,244.16
201910030800,850,贵安新区,140.52
201910030805,850,贵安新区,142.72
201910030810,850,贵安新区,147.07
201910030815,850,贵安新区,152.33
201910030820,850,贵安新区,150.21
201910030825,850,贵安新区,157.60
201910030830,850,贵安新区,162.85
201910030835,850,贵安新区,165.84
201910030840,850,贵安新区,160.36
201910030845,850,贵安新区,163.96
201910030850,850,贵安新区,164.97
201910030855,850,贵安新区,170.26
201910030900,850,贵安新区,169.58
201910030905,850,贵安新区,180.81
201910030910,850,贵安新区,185.61
201910030915,850,贵安新区,181.63
201910030920,850,贵安新区,179.64
201910030925,850,贵安新区,182.70
201910030930,850,贵安新区,180.50
201910030935,850,贵安新区,188.34
201910030940,850,贵安新区,193.43
201910030945,850,贵安新区,190.37
201910030950,850,贵安新区,196.68
201910030955,850,贵安新区,192.40
201910031000,850,贵安新区,196.41
201910031005,850,贵安新区,199.15
201910031010,850,贵安新区,205.37
201910031015,850,贵安新区,210.36
201910031020,850,贵安新区,210.38
201910031025,850,贵安新区,209.15
201910031030,850,贵安新区,214.42
201910031035,850,贵安新区,212.42
201910031040,850,贵安新区,213.91
201910031045,850,贵安新区,225.14
201910031050,850,贵安新区,217.75
201910031055,850,贵安新区,220.30
201910031100,850,贵安新区,223.22
201910031105,850,贵安新区,223.07
201910031110,850,贵安新区,228.50
201910031115,850,贵安新区,221.69
201910031120,850,贵安新区,218.69
201910031125,850,贵安新区,226.14
201910031130,850,贵安新区,225.29
201910031135,850,贵安新区,226.68
201910031140,850,贵安新区,223.50
201910031145,850,贵安新区,235.37
201910031150,850,贵安新区,225.24
201910031155,850,贵安新区,222.91
201910031200,850,贵安新区,228.32
201910031205,850,贵安新区,232.38
201910031210,850,贵安新区,233.14
201910031215,850,贵安新区,237.96
201910031220,850,贵安新区,249.90
201910031225,850,贵安新区,259.07
201910031230,850,贵安新区,249.63
201910031235,850,贵安新区,256.06
201910031240,850,贵安新区,267.07
201910031245,850,贵安新区,261.55
201910031250,850,贵安新区,256.91
201910031255,850,贵安新区,248.87
201910031300,850,贵安新区,248.33
201910031305,850,贵安新区,248.50
201910031310,850,贵安新区,252.66
201910031315,850,贵安新区,239.71
201910031320,850,贵安新区,242.09
201910031325,850,贵安新区,249.25
201910031330,850,贵安新区,235.38
201910031335,850,贵安新区,236.06
201910031340,850,贵安新区,229.88
201910031345,850,贵安新区,232.64
201910031350,850,贵安新区,235.25
201910031355,850,贵安新区,225.87
201910031400,850,贵安新区,225.39
201910031405,850,贵安新区,223.77
201910031410,850,贵安新区,226.88
201910031415,850,贵安新区,226.87
201910031420,850,贵安新区,226.68
201910031425,850,贵安新区,225.92
201910031430,850,贵安新区,236.00
201910031435,850,贵安新区,230.17
201910031440,850,贵安新区,226.94
201910031445,850,贵安新区,230.69
201910031450,850,贵安新区,226.49
201910031455,850,贵安新区,227.19
201910031500,850,贵安新区,230.26
201910031505,850,贵安新区,228.78
201910031510,850,贵安新区,239.69
201910031515,850,贵安新区,232.44
201910031520,850,贵安新区,232.18
201910031525,850,贵安新区,230.96
201910031530,850,贵安新区,237.47
201910031535,850,贵安新区,234.14
201910031540,850,贵安新区,238.28
201910031545,850,贵安新区,248.27
201910031550,850,贵安新区,239.15
201910031555,850,贵安新区,243.55
201910031600,850,贵安新区,243.26
201910031605,850,贵安新区,239.66
201910031610,850,贵安新区,242.12
201910031615,850,贵安新区,244.89
201910031620,850,贵安新区,239.97
201910031625,850,贵安新区,241.08
201910031630,850,贵安新区,239.49
201910031635,850,贵安新区,239.18
201910031640,850,贵安新区,242.87
201910031645,850,贵安新区,240.12
201910031650,850,贵安新区,239.51
201910031655,850,贵安新区,240.51
201910031700,850,贵安新区,242.61
201910031705,850,贵安新区,241.44
201910031710,850,贵安新区,239.14
201910031715,850,贵安新区,246.32
201910031720,850,贵安新区,253.62
201910031725,850,贵安新区,241.48
201910031730,850,贵安新区,245.61
201910031735,850,贵安新区,232.95
201910031740,850,贵安新区,236.38
201910031745,850,贵安新区,231.46
201910031750,850,贵安新区,232.47
201910031755,850,贵安新区,231.37
201910031800,850,贵安新区,229.93
201910031805,850,贵安新区,236.82
201910031810,850,贵安新区,241.22
201910031815,850,贵安新区,232.72
201910031820,850,贵安新区,236.47
201910031825,850,贵安新区,246.03
201910031830,850,贵安新区,246.54
201910031835,850,贵安新区,222.03
201910031840,850,贵安新区,251.81
201910031845,850,贵安新区,246.63
201910031850,850,贵安新区,244.22
201910031855,850,贵安新区,251.25
201910031900,850,贵安新区,259.66
201910031905,850,贵安新区,265.47
201910031910,850,贵安新区,269.56
201910031915,850,贵安新区,271.95
201910031920,850,贵安新区,278.45
201910031925,850,贵安新区,281.09
201910031930,850,贵安新区,276.31
201910031935,850,贵安新区,288.82
201910031940,850,贵安新区,306.23
201910031945,850,贵安新区,303.26
201910031950,850,贵安新区,319.36
201910031955,850,贵安新区,316.01
201910032000,850,贵安新区,321.62
201910032005,850,贵安新区,320.85
201910032010,850,贵安新区,326.31
201910032015,850,贵安新区,323.88
201910032020,850,贵安新区,329.00
201910032025,850,贵安新区,325.50
201910032030,850,贵安新区,329.99
201910032035,850,贵安新区,328.14
201910032040,850,贵安新区,328.27
201910032045,850,贵安新区,337.30
201910032050,850,贵安新区,334.41
201910032055,850,贵安新区,342.07
201910032100,850,贵安新区,341.25
201910032105,850,贵安新区,353.65
201910032110,850,贵安新区,346.17
201910032115,850,贵安新区,343.94
201910032120,850,贵安新区,344.62
201910032125,850,贵安新区,349.13
201910032130,850,贵安新区,337.24
201910032135,850,贵安新区,345.35
201910032140,850,贵安新区,349.98
201910032145,850,贵安新区,349.21
201910032150,850,贵安新区,351.82
201910032155,850,贵安新区,333.92
201910032200,850,贵安新区,336.00
201910032205,850,贵安新区,334.87
201910032210,850,贵安新区,332.30
201910032215,850,贵安新区,330.97
201910032220,850,贵安新区,334.89
201910032225,850,贵安新区,336.65
201910032230,850,贵安新区,327.82
201910032235,850,贵安新区,329.85
201910032240,850,贵安新区,309.16
201910032245,850,贵安新区,313.38
201910032250,850,贵安新区,307.33
201910032255,850,贵安新区,305.58
201910032300,850,贵安新区,292.94
201910032305,850,贵安新区,296.63
201910032310,850,贵安新区,289.71
201910032315,850,贵安新区,283.62
201910032320,850,贵安新区,281.59
201910032325,850,贵安新区,276.09
201910032330,850,贵安新区,276.66
201910032335,850,贵安新区,281.06
201910032340,850,贵安新区,265.74
201910032345,850,贵安新区,262.65
201910032350,850,贵安新区,248.88
201910032355,850,贵安新区,250.48
201910040800,850,贵安新区,129.56
201910040805,850,贵安新区,138.58
201910040810,850,贵安新区,140.29
201910040815,850,贵安新区,144.25
201910040820,850,贵安新区,151.88
201910040825,850,贵安新区,150.36
201910040830,850,贵安新区,152.02
201910040835,850,贵安新区,150.93
201910040840,850,贵安新区,163.08
201910040845,850,贵安新区,165.93
201910040850,850,贵安新区,168.87
201910040855,850,贵安新区,174.73
201910040900,850,贵安新区,179.30
201910040905,850,贵安新区,168.09
201910040910,850,贵安新区,178.82
201910040915,850,贵安新区,177.07
201910040920,850,贵安新区,179.08
201910040925,850,贵安新区,186.48
201910040930,850,贵安新区,185.86
201910040935,850,贵安新区,193.70
201910040940,850,贵安新区,185.95
201910040945,850,贵安新区,192.53
201910040950,850,贵安新区,193.16
201910040955,850,贵安新区,196.75
201910041000,850,贵安新区,196.91
201910041005,850,贵安新区,200.64
201910041010,850,贵安新区,200.08
201910041015,850,贵安新区,197.86
201910041020,850,贵安新区,201.69
201910041025,850,贵安新区,209.81
201910041030,850,贵安新区,208.14
201910041035,850,贵安新区,208.35
201910041040,850,贵安新区,209.50
201910041045,850,贵安新区,217.17
201910041050,850,贵安新区,217.72
201910041055,850,贵安新区,221.18
201910041100,850,贵安新区,221.79
201910041105,850,贵安新区,224.79
201910041110,850,贵安新区,224.67
201910041115,850,贵安新区,227.61
201910041120,850,贵安新区,223.59
201910041125,850,贵安新区,220.65
201910041130,850,贵安新区,228.57
201910041135,850,贵安新区,232.39
201910041140,850,贵安新区,238.58
201910041145,850,贵安新区,242.52
201910041150,850,贵安新区,239.45
201910041155,850,贵安新区,235.34
201910041200,850,贵安新区,237.06
201910041205,850,贵安新区,239.12
201910041210,850,贵安新区,248.80
201910041215,850,贵安新区,246.75
201910041220,850,贵安新区,256.08
201910041225,850,贵安新区,251.73
201910041230,850,贵安新区,259.54
201910041235,850,贵安新区,261.56
201910041240,850,贵安新区,270.12
201910041245,850,贵安新区,258.82
201910041250,850,贵安新区,254.94
201910041255,850,贵安新区,256.68
201910041300,850,贵安新区,250.19
201910041305,850,贵安新区,254.62
201910041310,850,贵安新区,247.59
201910041315,850,贵安新区,245.75
201910041320,850,贵安新区,258.53
201910041325,850,贵安新区,240.89
201910041330,850,贵安新区,242.43
201910041335,850,贵安新区,236.15
201910041340,850,贵安新区,237.51
201910041345,850,贵安新区,248.13
201910041350,850,贵安新区,242.64
201910041355,850,贵安新区,244.31
201910041400,850,贵安新区,247.31
201910041405,850,贵安新区,246.36
201910041410,850,贵安新区,239.87
201910041415,850,贵安新区,250.73
201910041420,850,贵安新区,250.84
201910041425,850,贵安新区,238.77
201910041430,850,贵安新区,237.85
201910041435,850,贵安新区,237.85
201910041440,850,贵安新区,240.28
201910041445,850,贵安新区,240.96
201910041450,850,贵安新区,236.18
201910041455,850,贵安新区,234.94
201910041500,850,贵安新区,237.85
201910041505,850,贵安新区,239.12
201910041510,850,贵安新区,244.11
201910041515,850,贵安新区,241.07
201910041520,850,贵安新区,242.23
201910041525,850,贵安新区,239.03
201910041530,850,贵安新区,246.57
201910041535,850,贵安新区,248.21
201910041540,850,贵安新区,247.28
201910041545,850,贵安新区,244.00
201910041550,850,贵安新区,246.71
201910041555,850,贵安新区,245.13
201910041600,850,贵安新区,248.17
201910041605,850,贵安新区,246.75
201910041610,850,贵安新区,243.69
201910041615,850,贵安新区,249.11
201910041620,850,贵安新区,249.73
201910041625,850,贵安新区,245.89
201910041630,850,贵安新区,256.42
201910041635,850,贵安新区,252.77
201910041640,850,贵安新区,256.50
201910041645,850,贵安新区,252.63
201910041650,850,贵安新区,254.08
201910041655,850,贵安新区,251.59
201910041700,850,贵安新区,254.06
201910041705,850,贵安新区,250.54
201910041710,850,贵安新区,253.91
201910041715,850,贵安新区,265.41
201910041720,850,贵安新区,261.28
201910041725,850,贵安新区,251.50
201910041730,850,贵安新区,255.96
201910041735,850,贵安新区,249.57
201910041740,850,贵安新区,269.72
201910041745,850,贵安新区,249.44
201910041750,850,贵安新区,259.72
201910041755,850,贵安新区,251.72
201910041800,850,贵安新区,246.30
201910041805,850,贵安新区,248.81
201910041810,850,贵安新区,248.01
201910041815,850,贵安新区,240.56
201910041820,850,贵安新区,249.31
201910041825,850,贵安新区,253.93
201910041830,850,贵安新区,244.59
201910041835,850,贵安新区,258.52
201910041840,850,贵安新区,266.09
201910041845,850,贵安新区,264.23
201910041850,850,贵安新区,262.36
201910041855,850,贵安新区,265.62
201910041900,850,贵安新区,262.90
201910041905,850,贵安新区,268.66
201910041910,850,贵安新区,272.84
201910041915,850,贵安新区,288.06
201910041920,850,贵安新区,288.15
201910041925,850,贵安新区,282.58
201910041930,850,贵安新区,280.54
201910041935,850,贵安新区,283.71
201910041940,850,贵安新区,291.47
201910041945,850,贵安新区,294.03
201910041950,850,贵安新区,297.93
201910041955,850,贵安新区,306.08
201910042000,850,贵安新区,315.82
201910042005,850,贵安新区,318.16
201910042010,850,贵安新区,321.30
201910042015,850,贵安新区,326.45
201910042020,850,贵安新区,323.33
201910042025,850,贵安新区,331.33
201910042030,850,贵安新区,328.37
201910042035,850,贵安新区,341.96
201910042040,850,贵安新区,332.11
201910042045,850,贵安新区,332.48
201910042050,850,贵安新区,335.03
201910042055,850,贵安新区,343.06
201910042100,850,贵安新区,350.47
201910042105,850,贵安新区,350.41
201910042110,850,贵安新区,342.02
201910042115,850,贵安新区,345.66
201910042120,850,贵安新区,341.03
201910042125,850,贵安新区,343.74
201910042130,850,贵安新区,356.99
201910042135,850,贵安新区,349.53
201910042140,850,贵安新区,353.35
201910042145,850,贵安新区,352.51
201910042150,850,贵安新区,353.68
201910042155,850,贵安新区,372.29
201910042200,850,贵安新区,349.69
201910042205,850,贵安新区,341.83
201910042210,850,贵安新区,347.09
201910042215,850,贵安新区,359.48
201910042220,850,贵安新区,345.50
201910042225,850,贵安新区,333.62
201910042230,850,贵安新区,338.72
201910042235,850,贵安新区,331.02
201910042240,850,贵安新区,327.07
201910042245,850,贵安新区,329.42
201910042250,850,贵安新区,323.39
201910042255,850,贵安新区,325.09
201910042300,850,贵安新区,315.03
201910042305,850,贵安新区,310.58
201910042310,850,贵安新区,311.35
201910042315,850,贵安新区,293.74
201910042320,850,贵安新区,297.01
201910042325,850,贵安新区,291.38
201910042330,850,贵安新区,287.11
201910042335,850,贵安新区,283.61
201910042340,850,贵安新区,270.13
201910042345,850,贵安新区,261.32
201910042350,850,贵安新区,260.74
201910042355,850,贵安新区,247.32
201910050800,850,贵安新区,142.12
201910050805,850,贵安新区,154.78
201910050810,850,贵安新区,158.52
201910050815,850,贵安新区,163.66
201910050820,850,贵安新区,158.41
201910050825,850,贵安新区,163.79
201910050830,850,贵安新区,169.89
201910050835,850,贵安新区,173.66
201910050840,850,贵安新区,181.54
201910050845,850,贵安新区,176.94
201910050850,850,贵安新区,175.50
201910050855,850,贵安新区,177.32
201910050900,850,贵安新区,179.14
201910050905,850,贵安新区,182.08
201910050910,850,贵安新区,184.54
201910050915,850,贵安新区,178.83
201910050920,850,贵安新区,175.92
201910050925,850,贵安新区,184.68
201910050930,850,贵安新区,189.97
201910050935,850,贵安新区,195.54
201910050940,850,贵安新区,198.90
201910050945,850,贵安新区,193.51
201910050950,850,贵安新区,202.06
201910050955,850,贵安新区,200.75
201910051000,850,贵安新区,205.25
201910051005,850,贵安新区,211.41
201910051010,850,贵安新区,213.29
201910051015,850,贵安新区,213.64
201910051020,850,贵安新区,210.02
201910051025,850,贵安新区,212.26
201910051030,850,贵安新区,213.14
201910051035,850,贵安新区,216.86
201910051040,850,贵安新区,216.02
201910051045,850,贵安新区,222.35
201910051050,850,贵安新区,214.59
201910051055,850,贵安新区,221.33
201910051100,850,贵安新区,217.92
201910051105,850,贵安新区,228.03
201910051110,850,贵安新区,233.86
201910051115,850,贵安新区,234.54
201910051120,850,贵安新区,237.22
201910051125,850,贵安新区,234.40
201910051130,850,贵安新区,235.91
201910051135,850,贵安新区,232.10
201910051140,850,贵安新区,240.18
201910051145,850,贵安新区,234.66
201910051150,850,贵安新区,234.71
201910051155,850,贵安新区,235.88
201910051200,850,贵安新区,241.71
201910051205,850,贵安新区,244.84
201910051210,850,贵安新区,250.66
201910051215,850,贵安新区,252.73
201910051220,850,贵安新区,260.17
201910051225,850,贵安新区,256.72
201910051230,850,贵安新区,257.92
201910051235,850,贵安新区,266.59
201910051240,850,贵安新区,262.61
201910051245,850,贵安新区,260.17
201910051250,850,贵安新区,256.09
201910051255,850,贵安新区,260.94
201910051300,850,贵安新区,262.68
201910051305,850,贵安新区,256.59
201910051310,850,贵安新区,253.13
201910051315,850,贵安新区,243.19
