1KY-开阳城关供销社LDB-ZD-2, 202009270700: 134551.16, 202009270800: 219430.77, 202009270900: 388751.84, 202009271000: 516229.75, 202009271100: 514588.5, 202009271200: 481044.66, 202009271300: 473398.75, 202009271400: 488435.28, 202009271500: 492549.44, 202009271600: 471218.12, 202009271700: 451428.2, 202009271800: 456295.44, 202009271900: 473860.88, 202009272000: 483032.3, 202009272100: 522661.9, 202009272200: 596628.2, 202009272300: 617920.8, 202009280000: 545362.06, 202009280100: 389964.75, 202009280200: 170270.6, 202009280300: 62224.46, 202009280400: 47187.39, 202009280500: 80896.61, 202009280600: 168791.08, 
8ZS-钟山野马寨电厂蓄煤楼FCHB-ZD-2, 202009270700: 18771.46, 202009270800: 43712.76, 202009270900: 84802.63, 202009271000: 91150.92, 202009271100: 95048.66, 202009271200: 97607.02, 202009271300: 97300.15, 202009271400: 105709.81, 202009271500: 100741.85, 202009271600: 97484.73, 202009271700: 102907.29, 202009271800: 104877.13, 202009271900: 104745.66, 202009272000: 106909.39, 202009272100: 113439.28, 202009272200: 117729.09, 202009272300: 114517.64, 202009280000: 106414.2, 202009280100: 81507.88, 202009280200: 19825.44, 202009280300: 17057.53, 202009280400: 11054.5, 202009280500: 14240.16, 202009280600: 29688.68, 
