8ZS-钟山野马寨电厂蓄煤楼FCHB-ZD-2, 202009270700: 19228.94, 202009270800: 42363.29, 202009270900: 81300.11, 202009271000: 91655.47, 202009271100: 89470.97, 202009271200: 94182.32, 202009271300: 97606.84, 202009271400: 104246.48, 202009271500: 100797.81, 202009271600: 94903.98, 202009271700: 98056.79, 202009271800: 100617.38, 202009271900: 100259.16, 202009272000: 101601.86, 202009272100: 108234.27, 202009272200: 114317.57, 202009272300: 112440.02, 202009280000: 104186.02, 202009280100: 81866.07, 202009280200: 22239.6, 202009280300: 11450.65, 202009280400: 12782.63, 202009280500: 17555.72, 202009280600: 30453.76, 
1KY-开阳城关供销社LDB-ZD-2, 202009270700: 108960.8, 202009270800: 183597.12, 202009270900: 385284.47, 202009271000: 553557.5, 202009271100: 508220.3, 202009271200: 426503.88, 202009271300: 450528.66, 202009271400: 504110.47, 202009271500: 522927.2, 202009271600: 485401.62, 202009271700: 444715.9, 202009271800: 441660.34, 202009271900: 448443.84, 202009272000: 445057.34, 202009272100: 491312.44, 202009272200: 591403.06, 202009272300: 614302.44, 202009280000: 522411.53, 202009280100: 376797.38, 202009280200: 174089.02, 202009280300: 65320.43, 202009280400: 53280.12, 202009280500: 82713.5, 202009280600: 144098.47, 
