201911151135:579846.921875, 201911151140:582338.359375, 201911151145:584829.796875, 201911151150:587321.234375, 201911151155:589812.65625, 201911151200:590628.609375, 201911151205:593120.046875, 201911151210:595611.484375, 201911151215:598102.921875, 201911151220:600594.34375, 201911151225:603085.78125, 201911151230:605577.21875, 
201911151135:581259.25, 201911151140:583044.921875, 201911151145:584830.59375, 201911151150:586616.265625, 201911151155:588401.9375, 201911151200:596003.046875, 201911151205:597788.71875, 201911151210:599574.390625, 201911151215:601360.0625, 201911151220:603145.734375, 201911151225:604931.40625, 201911151230:606717.078125, 
201911151135:581163.671875, 201911151140:583194.34375, 201911151145:585225.03125, 201911151150:587255.71875, 201911151155:589286.390625, 201911151200:594389.984375, 201911151205:596420.671875, 201911151210:598451.359375, 201911151215:600482.03125, 201911151220:602512.71875, 201911151225:604543.40625, 201911151230:606574.078125, 
