201911151135:85.05726623535156, 201911151140:87.03453063964844, 201911151145:89.01179504394531, 201911151150:90.98907470703125, 201911151155:92.96633911132812, 201911151200:78.13479614257812, 201911151205:80.11207580566406, 201911151210:82.08934020996094, 201911151215:84.06661987304688, 201911151220:86.04388427734375, 201911151225:88.02116394042969, 201911151230:89.99842834472656, 
201911151135:76.97647094726562, 201911151140:78.67481994628906, 201911151145:80.3731689453125, 201911151150:82.07152557373047, 201911151155:83.7698745727539, 201911151200:71.33759307861328, 201911151205:73.03594207763672, 201911151210:74.73429107666016, 201911151215:76.4326400756836, 201911151220:78.13098907470703, 201911151225:79.82933807373047, 201911151230:81.5276870727539, 
201911151135:77.57579040527344, 201911151140:79.49017333984375, 201911151145:81.404541015625, 201911151150:83.31892395019531, 201911151155:85.23330688476562, 201911151200:70.4605712890625, 201911151205:72.37493896484375, 201911151210:74.28932189941406, 201911151215:76.20370483398438, 201911151220:78.11808776855469, 201911151225:80.032470703125, 201911151230:81.94685363769531, 
