201911151135:239.42297458648682, 201911151140:239.23414707183838, 201911151145:239.04531860351562, 201911151150:238.85649013519287, 201911151155:238.66766262054443, 201911151200:238.8054609298706, 201911151205:238.61663341522217, 201911151210:238.4278049468994, 201911151215:238.23897743225098, 201911151220:238.05014896392822, 201911151225:237.86132144927979, 201911151230:237.67249298095703, 
201911151135:243.88920307159424, 201911151140:243.70542335510254, 201911151145:243.52164459228516, 201911151150:243.33786487579346, 201911151155:243.15408515930176, 201911151200:242.3130874633789, 201911151205:242.1293077468872, 201911151210:241.9455280303955, 201911151215:241.76174926757812, 201911151220:241.57796955108643, 201911151225:241.39418983459473, 201911151230:241.21041107177734, 
201911151135:245.1361255645752, 201911151140:245.02521991729736, 201911151145:244.91431331634521, 201911151150:244.80340766906738, 201911151155:244.69250106811523, 201911151200:243.6512622833252, 201911151205:243.54035663604736, 201911151210:243.42945003509521, 201911151215:243.31854438781738, 201911151220:243.20763778686523, 201911151225:243.0967321395874, 201911151230:242.98582553863525, 
