201911151135:5206.1533203125, 201911151140:5227.1585693359375, 201911151145:5248.1636962890625, 201911151150:5269.1689453125, 201911151155:5290.1741943359375, 201911151200:5204.871826171875, 201911151205:5225.8770751953125, 201911151210:5246.88232421875, 201911151215:5267.887451171875, 201911151220:5288.8927001953125, 201911151225:5309.89794921875, 201911151230:5330.9031982421875, 
201911151135:5157.7578125, 201911151140:5187.540771484375, 201911151145:5217.323486328125, 201911151150:5247.1064453125, 201911151155:5276.88916015625, 201911151200:5077.1767578125, 201911151205:5106.95947265625, 201911151210:5136.742431640625, 201911151215:5166.525146484375, 201911151220:5196.30810546875, 201911151225:5226.0908203125, 201911151230:5255.873779296875, 
201911151135:5267.66357421875, 201911151140:5301.26953125, 201911151145:5334.87548828125, 201911151150:5368.4814453125, 201911151155:5402.087646484375, 201911151200:5173.89208984375, 201911151205:5207.498046875, 201911151210:5241.10400390625, 201911151215:5274.7099609375, 201911151220:5308.316162109375, 201911151225:5341.922119140625, 201911151230:5375.528076171875, 
201911151135:5203.4700927734375, 201911151140:5228.8189697265625, 201911151145:5254.16796875, 201911151150:5279.516845703125, 201911151155:5304.86572265625, 201911151200:5160.16943359375, 201911151205:5185.518310546875, 201911151210:5210.8671875, 201911151215:5236.216064453125, 201911151220:5261.5650634765625, 201911151225:5286.9139404296875, 201911151230:5312.2628173828125, 
