201911151135:162.79280471801758, 201911151140:163.0198574066162, 201911151145:163.2469081878662, 201911151150:163.4739589691162, 201911151155:163.70101165771484, 201911151200:162.62099647521973, 201911151205:162.84804725646973, 201911151210:163.07509994506836, 201911151215:163.30215072631836, 201911151220:163.529203414917, 201911151225:163.756254196167, 201911151230:163.98330688476562, 
201911151135:167.36437225341797, 201911151140:167.9373664855957, 201911151145:168.51036071777344, 201911151150:169.08335494995117, 201911151155:169.6563491821289, 201911151200:164.73876190185547, 201911151205:165.3117561340332, 201911151210:165.88475036621094, 201911151215:166.45774459838867, 201911151220:167.0307388305664, 201911151225:167.60373306274414, 201911151230:168.17673110961914, 
201911151135:169.85244369506836, 201911151140:170.63013458251953, 201911151145:171.4078254699707, 201911151150:172.1855125427246, 201911151155:172.96320343017578, 201911151200:166.12339782714844, 201911151205:166.9010887145996, 201911151210:167.67877960205078, 201911151215:168.4564666748047, 201911151220:169.23415756225586, 201911151225:170.01184844970703, 201911151230:170.78953552246094, 
201911151135:170.70639419555664, 201911151140:171.42960739135742, 201911151145:172.1528205871582, 201911151150:172.87603378295898, 201911151155:173.59925079345703, 201911151200:166.8649444580078, 201911151205:167.5881576538086, 201911151210:168.31137084960938, 201911151215:169.03458404541016, 201911151220:169.75779724121094, 201911151225:170.48101043701172, 201911151230:171.20422744750977, 
