201911151135:3324.1395263671875, 201911151140:3307.2254638671875, 201911151145:3290.3114013671875, 201911151150:3273.397216796875, 201911151155:3256.483154296875, 201911151200:3552.1387939453125, 201911151205:3535.2247314453125, 201911151210:3518.3106689453125, 201911151215:3501.396484375, 201911151220:3484.482421875, 201911151225:3467.568359375, 201911151230:3450.6541748046875, 
201911151135:3627.343017578125, 201911151140:3668.466796875, 201911151145:3709.5908203125, 201911151150:3750.71484375, 201911151155:3791.8388671875, 201911151200:3438.506591796875, 201911151205:3479.630615234375, 201911151210:3520.754638671875, 201911151215:3561.878662109375, 201911151220:3603.002685546875, 201911151225:3644.126708984375, 201911151230:3685.250732421875, 
201911151135:3234.2470703125, 201911151140:3192.47021484375, 201911151145:3150.693115234375, 201911151150:3108.916015625, 201911151155:3067.138916015625, 201911151200:3611.35986328125, 201911151205:3569.582763671875, 201911151210:3527.8056640625, 201911151215:3486.028564453125, 201911151220:3444.25146484375, 201911151225:3402.474609375, 201911151230:3360.697509765625, 
201911151135:3144.300537109375, 201911151140:3193.3916015625, 201911151145:3242.482666015625, 201911151150:3291.57373046875, 201911151155:3340.664794921875, 201911151200:2930.478515625, 201911151205:2979.569580078125, 201911151210:3028.66064453125, 201911151215:3077.751953125, 201911151220:3126.843017578125, 201911151225:3175.93408203125, 201911151230:3225.025146484375, 
201911151135:3371.3293323516846, 201911151140:3371.740867614746, 201911151145:3372.1524028778076, 201911151150:3372.563938140869, 201911151155:3372.9754734039307, 201911151200:3474.209300994873, 201911151205:3474.6208362579346, 201911151210:3475.032371520996, 201911151215:3475.4439067840576, 201911151220:3475.855442047119, 201911151225:3476.2669773101807, 201911151230:3476.678514480591, 
