201911151135:759.9341583251953, 201911151140:763.2915191650391, 201911151145:766.6488952636719, 201911151150:770.0062713623047, 201911151155:773.3636474609375, 201911151200:836.7712707519531, 201911151205:840.1286315917969, 201911151210:843.4860076904297, 201911151215:846.8433837890625, 201911151220:850.2007446289062, 201911151225:853.5581207275391, 201911151230:856.9154968261719, 
201911151135:771.1380615234375, 201911151140:778.439697265625, 201911151145:785.7412719726562, 201911151150:793.0429077148438, 201911151155:800.3445434570312, 201911151200:820.361083984375, 201911151205:827.6627197265625, 201911151210:834.96435546875, 201911151215:842.2659912109375, 201911151220:849.567626953125, 201911151225:856.8692626953125, 201911151230:864.1708374023438, 
201911151135:747.0299072265625, 201911151140:751.5460205078125, 201911151145:756.0621032714844, 201911151150:760.5782165527344, 201911151155:765.0943298339844, 201911151200:814.6252746582031, 201911151205:819.1413879394531, 201911151210:823.657470703125, 201911151215:828.173583984375, 201911151220:832.6896667480469, 201911151225:837.2057800292969, 201911151230:841.7218933105469, 
201911151135:727.484375, 201911151140:732.1604919433594, 201911151145:736.8366088867188, 201911151150:741.5127258300781, 201911151155:746.1888427734375, 201911151200:794.0151672363281, 201911151205:798.6912841796875, 201911151210:803.367431640625, 201911151215:808.0435485839844, 201911151220:812.7196655273438, 201911151225:817.3957824707031, 201911151230:822.0718994140625, 
201911151135:727.32666015625, 201911151140:730.7789001464844, 201911151145:734.2311096191406, 201911151150:737.683349609375, 201911151155:741.1355590820312, 201911151200:798.1066589355469, 201911151205:801.5588989257812, 201911151210:805.0111083984375, 201911151215:808.4633483886719, 201911151220:811.9155578613281, 201911151225:815.3677978515625, 201911151230:818.8200073242188, 
