201911151135:14.951701164245605, 201911151140:14.808107376098633, 201911151145:14.66451358795166, 201911151150:14.520918846130371, 201911151155:14.377325057983398, 201911151200:14.986390113830566, 201911151205:14.842795372009277, 201911151210:14.699201583862305, 201911151215:14.555606842041016, 201911151220:14.412013053894043, 201911151225:14.26841926574707, 201911151230:14.124824523925781, 
201911151135:14.135615348815918, 201911151140:13.968907356262207, 201911151145:13.802199363708496, 201911151150:13.635492324829102, 201911151155:13.46878433227539, 201911151200:14.485377311706543, 201911151205:14.318669319152832, 201911151210:14.151962280273438, 201911151215:13.985254287719727, 201911151220:13.818547248840332, 201911151225:13.651839256286621, 201911151230:13.485132217407227, 
201911151135:15.909577369689941, 201911151140:15.797013282775879, 201911151145:15.6844482421875, 201911151150:15.571884155273438, 201911151155:15.459320068359375, 201911151200:15.719087600708008, 201911151205:15.606523513793945, 201911151210:15.493959426879883, 201911151215:15.38139533996582, 201911151220:15.268831253051758, 201911151225:15.156267166137695, 201911151230:15.043703079223633, 
201911151135:14.424554824829102, 201911151140:14.125675201416016, 201911151145:13.826793670654297, 201911151150:13.527912139892578, 201911151155:13.22903060913086, 201911151200:15.695184707641602, 201911151205:15.396303176879883, 201911151210:15.097423553466797, 201911151215:14.798542022705078, 201911151220:14.49966049194336, 201911151225:14.20077896118164, 201911151230:13.901897430419922, 
201911151135:12.68635368347168, 201911151140:12.460325241088867, 201911151145:12.234298706054688, 201911151150:12.008270263671875, 201911151155:11.782243728637695, 201911151200:13.172527313232422, 201911151205:12.94649887084961, 201911151210:12.72047233581543, 201911151215:12.49444580078125, 201911151220:12.268417358398438, 201911151225:12.042390823364258, 201911151230:11.816362380981445, 
