201911151135:101828.92236328125, 201911151140:101937.2958984375, 201911151145:102045.66943359375, 201911151150:102154.04296875, 201911151155:102262.41650390625, 201911151200:105082.103515625, 201911151205:105190.47705078125, 201911151210:105298.85107421875, 201911151215:105407.224609375, 201911151220:105515.59814453125, 201911151225:105623.9716796875, 201911151230:105732.34521484375, 
201911151135:102394.5390625, 201911151140:102591.91796875, 201911151145:102789.296875, 201911151150:102986.67578125, 201911151155:103184.0546875, 201911151200:104815.0693359375, 201911151205:105012.4482421875, 201911151210:105209.8271484375, 201911151215:105407.2060546875, 201911151220:105604.5849609375, 201911151225:105801.962890625, 201911151230:105999.341796875, 
201911151135:104908.40673828125, 201911151140:105002.93701171875, 201911151145:105097.46728515625, 201911151150:105191.99755859375, 201911151155:105286.52783203125, 201911151200:107793.40380859375, 201911151205:107887.93408203125, 201911151210:107982.46435546875, 201911151215:108076.99462890625, 201911151220:108171.5244140625, 201911151225:108266.0546875, 201911151230:108360.5849609375, 
