201911151135:263096.015625, 201911151140:263605.89453125, 201911151145:264115.7734375, 201911151150:264625.6484375, 201911151155:265135.52734375, 201911151200:270397.734375, 201911151205:270907.61328125, 201911151210:271417.48828125, 201911151215:271927.3671875, 201911151220:272437.24609375, 201911151225:272947.12109375, 201911151230:273457.0, 
201911151135:262878.05859375, 201911151140:263264.69921875, 201911151145:263651.33984375, 201911151150:264037.982421875, 201911151155:264424.623046875, 201911151200:271354.1640625, 201911151205:271740.8046875, 201911151210:272127.447265625, 201911151215:272514.087890625, 201911151220:272900.728515625, 201911151225:273287.37109375, 201911151230:273674.01171875, 
201911151135:271205.125, 201911151140:271733.8984375, 201911151145:272262.67578125, 201911151150:272791.44921875, 201911151155:273320.2265625, 201911151200:277516.921875, 201911151205:278045.6953125, 201911151210:278574.47265625, 201911151215:279103.24609375, 201911151220:279632.0234375, 201911151225:280160.80078125, 201911151230:280689.57421875, 
