201911151135:320765.1876220703, 201911151140:320743.01611328125, 201911151145:320720.8446044922, 201911151150:320698.67321777344, 201911151155:320676.5017089844, 201911151200:335431.79443359375, 201911151205:335409.6229248047, 201911151210:335387.4514160156, 201911151215:335365.27990722656, 201911151220:335343.1083984375, 201911151225:335320.93688964844, 201911151230:335298.7655029297, 
201911151135:320293.263671875, 201911151140:320698.578125, 201911151145:321103.89453125, 201911151150:321509.208984375, 201911151155:321914.525390625, 201911151200:332190.140625, 201911151205:332595.455078125, 201911151210:333000.771484375, 201911151215:333406.087890625, 201911151220:333811.40234375, 201911151225:334216.71875, 201911151230:334622.033203125, 
201911151135:327216.7888183594, 201911151140:327174.4655761719, 201911151145:327132.14208984375, 201911151150:327089.81884765625, 201911151155:327047.4953613281, 201911151200:341400.34326171875, 201911151205:341358.0197753906, 201911151210:341315.6965332031, 201911151215:341273.373046875, 201911151220:341231.0498046875, 201911151225:341188.7263183594, 201911151230:341146.4030761719, 
