201911151135:283336.125, 201911151140:284463.515625, 201911151145:285590.90625, 201911151150:286718.296875, 201911151155:287845.6875, 201911151200:288639.8046875, 201911151205:289767.1953125, 201911151210:290894.5859375, 201911151215:292021.9765625, 201911151220:293149.3671875, 201911151225:294276.7578125, 201911151230:295404.1484375, 
201911151135:283950.640625, 201911151140:285398.765625, 201911151145:286846.890625, 201911151150:288295.015625, 201911151155:289743.140625, 201911151200:286818.171875, 201911151205:288266.296875, 201911151210:289714.421875, 201911151215:291162.546875, 201911151220:292610.671875, 201911151225:294058.796875, 201911151230:295506.921875, 
201911151135:289902.8671875, 201911151140:290953.8125, 201911151145:292004.7578125, 201911151150:293055.703125, 201911151155:294106.6484375, 201911151200:294331.2578125, 201911151205:295382.203125, 201911151210:296433.1484375, 201911151215:297484.1015625, 201911151220:298535.046875, 201911151225:299585.9921875, 201911151230:300636.9375, 
