TIME_ID,AREA_ID,AREA_NAME,LTE_FLOW_GB
201910280500,85,贵州,41306.23
201910280500,850,贵安新区,495.29
201910280500,851,贵阳,8599.95
201910280500,852,遵义,7060.18
201910280500,853,安顺,2401.42
201910280500,854,都匀,3576.92
201910280500,855,凯里,4870.86
201910280500,856,铜仁,3593.53
201910280500,857,毕节,5155.13
201910280500,858,六盘水,2429.11
201910280500,859,兴义,3123.84
