TIME_ID,AREA_ID,AREA_NAME,LTE_FLOW_GB
201910271945,85,贵州,31412.95
201910271945,850,贵安新区,430.96
201910271945,851,贵阳,6377.01
201910271945,852,遵义,4923.90
201910271945,853,安顺,1995.99
201910271945,854,都匀,2533.92
201910271945,855,凯里,3603.46
201910271945,856,铜仁,2680.37
201910271945,857,毕节,4203.77
201910271945,858,六盘水,2031.31
201910271945,859,兴义,2691.89
