201911151135:162192.11328125, 201911151140:162649.65234375, 201911151145:163107.1875, 201911151150:163564.72265625, 201911151155:164022.2578125, 201911151200:166423.69921875, 201911151205:166881.23828125, 201911151210:167338.7734375, 201911151215:167796.30859375, 201911151220:168253.84375, 201911151225:168711.3828125, 201911151230:169168.91796875, 
201911151135:160664.3125, 201911151140:161461.1171875, 201911151145:162257.92578125, 201911151150:163054.73046875, 201911151155:163851.5390625, 201911151200:162834.703125, 201911151205:163631.5078125, 201911151210:164428.31640625, 201911151215:165225.12109375, 201911151220:166021.9296875, 201911151225:166818.734375, 201911151230:167615.54296875, 
201911151135:165766.04296875, 201911151140:166337.33203125, 201911151145:166908.62109375, 201911151150:167479.91015625, 201911151155:168051.19921875, 201911151200:168500.5078125, 201911151205:169071.796875, 201911151210:169643.0859375, 201911151215:170214.375, 201911151220:170785.6640625, 201911151225:171356.953125, 201911151230:171928.2421875, 
