201911151135:82356.5546875, 201911151140:82719.921875, 201911151145:83083.287109375, 201911151150:83446.654296875, 201911151155:83810.01953125, 201911151200:83283.412109375, 201911151205:83646.779296875, 201911151210:84010.14453125, 201911151215:84373.509765625, 201911151220:84736.876953125, 201911151225:85100.2421875, 201911151230:85463.609375, 
201911151135:82316.771484375, 201911151140:82672.986328125, 201911151145:83029.201171875, 201911151150:83385.416015625, 201911151155:83741.6328125, 201911151200:83426.17578125, 201911151205:83782.390625, 201911151210:84138.60546875, 201911151215:84494.822265625, 201911151220:84851.037109375, 201911151225:85207.251953125, 201911151230:85563.466796875, 
201911151135:84286.400390625, 201911151140:84524.466796875, 201911151145:84762.53125, 201911151150:85000.59765625, 201911151155:85238.6640625, 201911151200:85832.208984375, 201911151205:86070.275390625, 201911151210:86308.33984375, 201911151215:86546.40625, 201911151220:86784.47265625, 201911151225:87022.537109375, 201911151230:87260.603515625, 
