201911151135:96450.2763671875, 201911151140:96659.453125, 201911151145:96868.6298828125, 201911151150:97077.8076171875, 201911151155:97286.984375, 201911151200:99507.8134765625, 201911151205:99716.9912109375, 201911151210:99926.16796875, 201911151215:100135.3447265625, 201911151220:100344.521484375, 201911151225:100553.6982421875, 201911151230:100762.875, 
201911151135:95801.55383300781, 201911151140:95809.58380126953, 201911151145:95817.61376953125, 201911151150:95825.64373779297, 201911151155:95833.67364501953, 201911151200:100223.86309814453, 201911151205:100231.89306640625, 201911151210:100239.92297363281, 201911151215:100247.95294189453, 201911151220:100255.98291015625, 201911151225:100264.01287841797, 201911151230:100272.04284667969, 
201911151135:98445.40869140625, 201911151140:98537.494140625, 201911151145:98629.57958984375, 201911151150:98721.66552734375, 201911151155:98813.7509765625, 201911151200:101904.7724609375, 201911151205:101996.85791015625, 201911151210:102088.943359375, 201911151215:102181.02880859375, 201911151220:102273.11474609375, 201911151225:102365.2001953125, 201911151230:102457.28564453125, 
