TIME_ID,AREA_ID,AREA_NAME,LTE_FLOW_GB
201910271200,85,贵州,324781.28
201910271200,850,贵安新区,4336.24
201910271200,851,贵阳,65869.50
201910271200,852,遵义,51525.08
201910271200,853,安顺,20488.76
201910271200,854,都匀,26339.43
201910271200,855,凯里,39217.46
201910271200,856,铜仁,28294.39
201910271200,857,毕节,40133.44
201910271200,858,六盘水,20910.29
201910271200,859,兴义,27823.31
