201911151135:291530.34375, 201911151140:293253.734375, 201911151145:294977.1328125, 201911151150:296700.5234375, 201911151155:298423.921875, 201911151200:293700.1875, 201911151205:295423.5859375, 201911151210:297146.9765625, 201911151215:298870.3671875, 201911151220:300593.765625, 201911151225:302317.15625, 201911151230:304040.5546875, 
201911151135:292115.5234375, 201911151140:293786.3828125, 201911151145:295457.2421875, 201911151150:297128.1015625, 201911151155:298798.953125, 201911151200:294763.7109375, 201911151205:296434.5703125, 201911151210:298105.4296875, 201911151215:299776.28125, 201911151220:301447.140625, 201911151225:303118.0, 201911151230:304788.859375, 
201911151135:299852.9140625, 201911151140:301073.453125, 201911151145:302293.984375, 201911151150:303514.5234375, 201911151155:304735.0546875, 201911151200:304564.28125, 201911151205:305784.8125, 201911151210:307005.3515625, 201911151215:308225.890625, 201911151220:309446.421875, 201911151225:310666.9609375, 201911151230:311887.4921875, 
