TIME_ID,AREA_ID,AREA_NAME,COUNTY_NAME|LTE_FLOW_MB
201911150730,850,贵安新区,贵安新区,136735.32
201911150730,851,贵阳,云岩区,462231.54
201911150730,851,贵阳,南明区,321944.54
201911150730,851,贵阳,观山湖区,294553.39
201911150730,851,贵阳,小河区,288481.84
201911150730,851,贵阳,清镇市,304017.64
201911150730,851,贵阳,花溪区,245899.44
201911150730,851,贵阳,白云区,236988.66
201911150730,851,贵阳,乌当区,167684.96
201911150730,851,贵阳,开阳县,141953.18
201911150730,851,贵阳,修文县,126509.20
201911150730,851,贵阳,息烽县,80840.86
201911150730,852,遵义,红花岗区,257340.87
201911150730,852,遵义,仁怀市,254648.96
201911150730,852,遵义,播州区,229267.96
201911150730,852,遵义,汇川区,195893.57
201911150730,852,遵义,习水县,172229.99
201911150730,852,遵义,桐梓县,160968.13
201911150730,852,遵义,新蒲区,128670.25
201911150730,852,遵义,绥阳县,122487.02
201911150730,852,遵义,湄潭县,104713.12
201911150730,852,遵义,正安县,115098.72
201911150730,852,遵义,赤水市,70531.17
201911150730,852,遵义,凤冈县,92450.92
201911150730,852,遵义,务川县,95361.48
201911150730,852,遵义,道真县,78351.07
201911150730,852,遵义,余庆县,62176.56
201911150730,853,安顺,西秀区,280530.01
201911150730,853,安顺,普定县,109953.49
201911150730,853,安顺,镇宁县,107801.87
201911150730,853,安顺,平坝县,90895.83
201911150730,853,安顺,紫云县,100653.04
201911150730,853,安顺,关岭县,89742.51
201911150730,854,黔南,都匀市,136299.46
201911150730,854,黔南,瓮安县,122170.67
201911150730,854,黔南,惠水县,108776.12
201911150730,854,黔南,龙里县,91052.18
201911150730,854,黔南,福泉市,100902.37
201911150730,854,黔南,独山县,71247.72
201911150730,854,黔南,贵定县,59664.27
201911150730,854,黔南,罗甸县,68811.06
201911150730,854,黔南,三都县,66725.22
201911150730,854,黔南,长顺县,65994.44
201911150730,854,黔南,平塘县,61866.67
201911150730,854,黔南,荔波县,55233.95
201911150730,855,黔东南,凯里市,340906.15
201911150730,855,黔东南,黎平县,147067.10
201911150730,855,黔东南,榕江县,134778.48
201911150730,855,黔东南,天柱县,86396.93
201911150730,855,黔东南,从江县,104269.76
201911150730,855,黔东南,黄平县,95007.51
201911150730,855,黔东南,镇远县,68428.22
201911150730,855,黔东南,剑河县,72953.39
201911150730,855,黔东南,岑巩县,67210.57
201911150730,855,黔东南,锦屏县,62366.28
201911150730,855,黔东南,三穗县,64922.87
201911150730,855,黔东南,雷山县,55746.11
201911150730,855,黔东南,丹寨县,52513.45
201911150730,855,黔东南,施秉县,54856.08
201911150730,855,黔东南,麻江县,44346.90
201911150730,855,黔东南,台江县,41264.04
201911150730,856,铜仁,碧江区,210623.16
201911150730,856,铜仁,松桃县,161101.32
201911150730,856,铜仁,思南县,135090.03
201911150730,856,铜仁,德江县,134594.52
201911150730,856,铜仁,石阡县,106200.43
201911150730,856,铜仁,沿河县,108314.84
201911150730,856,铜仁,印江县,81857.11
201911150730,856,铜仁,玉屏县,69571.70
201911150730,856,铜仁,江口县,67405.26
201911150730,856,铜仁,万山区,51160.74
201911150730,857,毕节,毕节市,264481.79
201911150730,857,毕节,威宁县,226460.86
201911150730,857,毕节,织金县,248485.51
201911150730,857,毕节,黔西县,215474.52
201911150730,857,毕节,大方县,201403.28
201911150730,857,毕节,金沙县,147119.60
201911150730,857,毕节,赫章县,161646.95
201911150730,857,毕节,纳雍县,152407.21
201911150730,857,毕节,金海湖新区,69532.00
201911150730,858,六盘水,盘州,358990.90
201911150730,858,六盘水,钟山区,214358.36
201911150730,858,六盘水,水城县,173067.13
201911150730,858,六盘水,六枝县,118316.67
201911150730,859,黔西南,兴义市,312862.96
201911150730,859,黔西南,兴仁市,127569.18
201911150730,859,黔西南,安龙县,120269.49
201911150730,859,黔西南,贞丰县,103800.63
201911150730,859,黔西南,望谟县,86145.99
201911150730,859,黔西南,普安县,75427.41
201911150730,859,黔西南,晴隆县,78599.84
201911150730,859,黔西南,册亨县,64016.33
